Dates,USDZARV1M,USDZARV3M,USDZARV1Y,USDZARPX_LAST,USDZARPX_BID,USDZARPX_ASK
2017-05-11,15.2125,15.8675,16.245,13.3689,13.3577,13.3802
2017-05-12,14.7925,15.54,16.1575,13.3638,13.306,13.4217
2017-05-15,15.03,15.5375,16.1475,13.1849,13.1738,13.196
2017-05-16,14.94,15.515,16.1425,13.0591,13.0398,13.0785
2017-05-17,15.1325,15.7475,16.2075,13.2042,13.1861,13.2222
2017-05-18,16.565,16.275,16.43,13.403,13.3639,13.442
2017-05-19,15.7075,15.8625,16.33,13.2312,13.2134,13.249
2017-05-22,16.3,16.11,16.375,13.2228,13.1924,13.2533
2017-05-23,16.2825,16.0925,16.325,13.0803,13.05,13.1107
2017-05-24,16.495,16.09,16.355,12.9137,12.8875,12.94
2017-05-25,16.2175,15.9925,16.365,12.9307,12.9193,12.9422
2017-05-26,16.21,15.955,16.23,12.8819,12.8417,12.9221
2017-05-29,16.4525,16.0275,16.255,12.9653,12.9439,12.9867
2017-05-30,16.5375,16.26,16.3975,13.1317,13.1,13.1634
2017-05-31,16.395,16.215,16.48,13.1179,13.066,13.1698
2017-06-01,16.2075,16.295,16.4,12.8941,12.8648,12.9233
2017-06-02,16.0125,15.89,16.22,12.8157,12.7431,12.8883
2017-06-05,16.0825,16.0075,16.205,12.7139,12.6777,12.75
2017-06-06,16.1125,15.94,16.155,12.8258,12.8153,12.8363
2017-06-07,16.1175,15.9325,16.16,12.8348,12.8162,12.8533
2017-06-08,15.98,15.9875,16.105,12.9175,12.8951,12.94
2017-06-09,15.8375,15.9575,16.1075,12.9457,12.9206,12.9709
2017-06-12,15.81,15.795,16.04,12.8237,12.8106,12.8367
2017-06-13,15.6125,15.5925,15.96,12.7652,12.754,12.7764
2017-06-14,15.1975,15.4125,15.805,12.6249,12.5976,12.6523
2017-06-15,14.4125,14.8675,15.72,12.8799,12.8591,12.9006
2017-06-16,14.355,14.8075,15.67,12.814,12.7741,12.8538
2017-06-19,14.95,15.0575,15.72,13.0022,12.9644,13.04
2017-06-20,15.2425,15.2075,15.815,13.0681,13.0536,13.0826
2017-06-21,15.4425,15.4225,15.885,13.0805,13.0685,13.0925
2017-06-22,15.11,15.2925,15.82,12.9664,12.945,12.9878
2017-06-23,14.865,15.1425,15.74,12.9297,12.8764,12.983
2017-06-26,15.01,15.2025,15.605,12.8622,12.847,12.8775
2017-06-27,14.9575,15.1175,15.61,13.0292,13.01,13.0484
2017-06-28,15.045,15.185,15.615,12.9347,12.9166,12.9529
2017-06-29,14.83,15.285,15.705,13.0229,13.0055,13.0403
2017-06-30,15.1175,15.2575,15.7475,13.0744,13.032,13.1168
2017-07-03,15.715,15.455,15.8825,13.2099,13.1939,13.226
2017-07-04,15.61,15.5225,15.955,13.1987,13.1742,13.2233
2017-07-05,16.305,15.94,16.06,13.3881,13.3676,13.4085
2017-07-06,16.3675,16.095,16.135,13.4432,13.4251,13.4612
2017-07-07,15.91,15.935,16.17,13.3842,13.3566,13.4118
2017-07-10,16.22,16.0325,16.2775,13.4841,13.4703,13.498
2017-07-11,16.5375,16.3275,16.56,13.5611,13.548,13.5742
2017-07-12,16.575,16.55,16.735,13.2513,13.2361,13.2665
2017-07-13,16.25,16.5375,16.78,13.2107,13.1935,13.2278
2017-07-14,15.6275,16.025,16.5275,13.0357,13.0047,13.0667
2017-07-17,15.6525,15.955,16.5,12.9493,12.9299,12.9687
2017-07-18,15.285,15.7475,16.4725,12.896,12.8822,12.9098
2017-07-19,14.84,15.62,16.4425,12.9167,12.898,12.9355
2017-07-20,14.5575,15.4325,16.5025,13.0343,13.0198,13.0488
2017-07-21,14.3525,15.2725,16.4775,12.9175,12.882,12.9531
2017-07-24,14.3875,15.2475,16.375,12.962,12.9421,12.9819
2017-07-25,13.955,15.035,16.3425,13.0805,13.0699,13.0911
2017-07-26,13.77,15.005,16.3325,12.9075,12.888,12.927
2017-07-27,13.5125,14.5925,16.2475,13.0016,12.9791,13.0241
2017-07-28,13.5675,14.65,16.17,13.0261,12.9371,13.1151
2017-07-31,13.98,14.645,16.2325,13.1859,13.165,13.2069
2017-08-01,14.27,14.9125,16.3275,13.273,13.2463,13.2997
2017-08-02,14.615,15.17,16.4825,13.2056,13.1933,13.2178
2017-08-03,14.775,15.6325,16.6175,13.4005,13.3836,13.4175
2017-08-04,15.2225,15.865,16.7975,13.4487,13.3969,13.5004
2017-08-07,16.335,16.36,17.0475,13.2266,13.2103,13.2429
2017-08-08,16.1275,16.19,16.815,13.3782,13.3641,13.3922
2017-08-09,15.295,15.885,16.81,13.4383,13.4208,13.4558
2017-08-10,15.05,15.955,16.795,13.4633,13.4499,13.4767
2017-08-11,15.34,16.075,17.005,13.4682,13.3949,13.5415
2017-08-14,15.395,16.0925,17.0325,13.3243,13.3077,13.3408
2017-08-15,15.12,15.99,17.0325,13.3156,13.2974,13.3339
2017-08-16,14.315,15.67,17.07,13.1774,13.1647,13.1901
2017-08-17,13.93,15.515,17.115,13.2617,13.2475,13.2758
2017-08-18,13.915,15.41,17.0875,13.1582,13.1225,13.194
2017-08-21,14.72,15.57,17.06,13.1742,13.1553,13.1931
2017-08-22,14.1175,15.19,16.96,13.2249,13.2105,13.2393
2017-08-23,13.655,15.005,16.825,13.1643,13.1498,13.1787
2017-08-24,13.275,14.83,16.78,13.2002,13.1826,13.2178
2017-08-25,12.93,14.54,16.635,13.0224,12.9826,13.0622
2017-08-28,13.38,14.67,16.58,13.0336,13.0047,13.0625
2017-08-29,13.105,14.555,16.65,12.98,12.955,13.005
2017-08-30,13.04,14.45,16.62,13.0326,12.99,13.0752
2017-08-31,12.95,14.395,16.605,13.0032,12.9912,13.0152
2017-09-01,12.7225,14.35,16.565,12.9391,12.9212,12.9571
2017-09-04,13.17,14.47,16.605,12.9712,12.9451,12.9973
2017-09-05,13.125,14.285,16.6075,12.9074,12.8957,12.9191
2017-09-06,13.14,14.35,16.67,12.7758,12.7425,12.809
2017-09-07,12.965,14.405,16.665,12.7986,12.788,12.8093
2017-09-08,12.99,14.52,16.655,12.9291,12.8904,12.9678
2017-09-11,13.11,14.425,16.69,12.9832,12.9714,12.995
2017-09-12,13.265,14.505,16.725,13.0096,12.9956,13.0237
2017-09-13,13.655,14.855,16.915,13.1341,13.1206,13.1476
2017-09-14,13.45,15.18,16.9275,13.1184,13.0967,13.14
2017-09-15,13.73,15.64,17.15,13.1569,13.1284,13.1855
2017-09-18,14.33,16.225,17.3075,13.3062,13.29,13.3225
2017-09-19,14.5575,16.98,17.385,13.3188,13.306,13.3316
2017-09-20,14.05,17.235,17.4,13.3233,13.3091,13.3376
2017-09-21,13.585,17.08,17.175,13.2791,13.2642,13.2941
2017-09-22,13.245,16.8575,17.0525,13.2523,13.2161,13.2886
2017-09-25,13.615,17.045,17.07,13.3317,13.3165,13.3469
2017-09-26,13.75,17.085,17.03,13.3738,13.3583,13.3892
2017-09-27,14.26,17.31,17.225,13.5884,13.5747,13.6022
2017-09-28,14.34,17.385,17.345,13.5148,13.5013,13.5283
2017-09-29,13.98,16.985,17.205,13.559,13.5257,13.5924
2017-10-02,14.395,16.905,17.185,13.601,13.5871,13.6149
2017-10-03,14.355,17.005,17.19,13.6583,13.643,13.6736
2017-10-04,13.8725,16.755,17.065,13.5726,13.5578,13.5874
2017-10-05,13.315,16.22,16.815,13.6798,13.6677,13.6918
2017-10-06,13.275,16.19,16.855,13.7477,13.6832,13.8123
2017-10-09,13.8325,16.4975,16.955,13.8089,13.7907,13.8271
2017-10-10,13.505,16.325,16.87,13.6991,13.6854,13.7128
2017-10-11,13.415,16.36,16.87,13.5269,13.5156,13.5382
2017-10-12,13.5,16.525,16.89,13.4766,13.4575,13.4957
2017-10-13,13.91,16.55,16.88,13.268,13.2077,13.3283
2017-10-16,14.17,16.705,16.8975,13.3148,13.2987,13.3309
2017-10-17,14.23,16.855,16.985,13.3932,13.3775,13.409
2017-10-18,14.355,17.285,17.2275,13.5747,13.5528,13.5966
2017-10-19,14.35,17.465,17.325,13.4866,13.4676,13.5056
2017-10-20,14.52,17.285,17.21,13.6444,13.6226,13.6662
2017-10-23,15.1475,17.565,17.22,13.7077,13.6929,13.7225
2017-10-24,15.0375,17.5325,17.2075,13.7478,13.7135,13.7821
2017-10-25,16.22,18.255,17.6475,14.0529,14.0333,14.0724
2017-10-26,18.31,19.095,17.82,14.2416,14.2289,14.2544
2017-10-27,18.22,18.755,17.735,14.1034,14.0798,14.1271
2017-10-30,17.805,18.38,17.56,14.0573,14.0325,14.0821
2017-10-31,17.685,18.3325,17.54,14.1272,14.1067,14.1477
2017-11-01,17.12,18.27,17.5075,14.0651,14.0482,14.0819
2017-11-02,16.81,18.395,17.545,13.9719,13.95,13.9938
2017-11-03,17.28,18.345,17.555,14.224,14.1932,14.2548
2017-11-06,17.605,18.465,17.66,14.0961,14.0822,14.11
2017-11-07,17.03,18.26,17.56,14.2366,14.2259,14.2473
2017-11-08,16.775,18.2375,17.5825,14.1504,14.1312,14.1695
2017-11-09,16.135,18.145,17.515,14.2486,14.2383,14.2588
2017-11-10,16.62,18.1925,17.5575,14.3773,14.3523,14.4023
2017-11-13,17.225,18.35,17.6075,14.47,14.457,14.4831
2017-11-14,17.475,18.065,17.43,14.3702,14.3568,14.3837
2017-11-15,17.235,17.98,17.315,14.3849,14.3625,14.4073
2017-11-16,18.58,17.9325,17.2325,14.1567,14.146,14.1674
2017-11-17,19.625,17.78,17.295,13.9981,13.9486,14.0476
2017-11-20,22.29,18.1825,17.4,14.0464,14.0342,14.0585
2017-11-21,23.275,18.46,17.44,13.9684,13.9576,13.9792
2017-11-22,24.06,18.795,17.615,13.8218,13.7997,13.8439
2017-11-23,24.4375,18.9825,17.655,13.8834,13.8599,13.9068
2017-11-24,23.5225,18.7275,17.675,14.1585,14.1325,14.1844
2017-11-27,22.15,18.195,17.515,13.7587,13.7432,13.7743
2017-11-28,22.205,18.21,17.415,13.6616,13.6488,13.6744
2017-11-29,21.885,18.1475,17.295,13.6569,13.6445,13.6694
2017-11-30,20.525,17.975,17.21,13.6981,13.6671,13.7291
2017-12-01,20.1525,17.815,17.19,13.738,13.6932,13.7828
2017-12-04,20.77,18.21,17.29,13.5175,13.4992,13.5359
2017-12-05,21.345,18.04,17.265,13.4489,13.4189,13.479
2017-12-06,21.735,18.13,17.25,13.514,13.4951,13.5329
2017-12-07,21.8,18.4325,17.395,13.7334,13.7225,13.7442
2017-12-08,21.9525,18.545,17.4,13.6672,13.6319,13.7024
2017-12-11,22.705,18.955,17.56,13.6029,13.5784,13.6275
2017-12-12,23.25,18.975,17.55,13.6757,13.6621,13.6893
2017-12-13,23.61,19.19,17.515,13.4538,13.4296,13.4781
2017-12-14,24.1,19.5,17.59,13.512,13.494,13.53
2017-12-15,23.83,19.425,17.37,13.0996,13.0764,13.1229
2017-12-18,18.64,17.3275,16.87,12.746,12.7098,12.7822
2017-12-19,14.915,15.305,15.905,12.7068,12.691,12.7226
2017-12-20,13.8,14.7,15.485,12.7224,12.6869,12.7579
2017-12-21,13.885,14.75,15.315,12.7618,12.7344,12.7892
2017-12-22,13.73,14.595,15.3,12.6212,12.5671,12.6752
2017-12-25,14.015,14.685,15.295,12.6119,12.5647,12.659
2017-12-26,14.225,14.765,15.33,12.5098,12.4901,12.5294
2017-12-27,14.11,14.725,15.24,12.2684,12.2551,12.2817
2017-12-28,14.245,14.645,15.17,12.3531,12.2841,12.422
2017-12-29,14.315,14.54,15.065,12.3828,12.1857,12.5799
2018-01-01,14.63,14.67,15.08,12.3828,12.1857,12.5799
2018-01-02,14.4,14.545,14.985,12.4589,12.4438,12.474
2018-01-03,14.125,14.41,14.92,12.3663,12.3531,12.3795
2018-01-04,13.97,14.475,14.87,12.3039,12.2625,12.3452
2018-01-05,13.96,14.295,14.9125,12.312,12.2899,12.3341
2018-01-08,14.03,14.2425,14.7825,12.385,12.3746,12.3953
2018-01-09,13.76,13.92,14.555,12.3449,12.3281,12.3617
2018-01-10,13.705,13.89,14.465,12.4359,12.4225,12.4494
2018-01-11,13.24,13.74,14.34,12.3913,12.37,12.4127
2018-01-12,13.4375,13.785,14.3425,12.3668,12.3512,12.3825
2018-01-15,13.7625,13.92,14.395,12.3063,12.2917,12.3209
2018-01-16,13.735,13.785,14.47,12.2813,12.2625,12.3
2018-01-17,13.785,13.86,14.48,12.2989,12.2582,12.3397
2018-01-18,13.385,13.915,14.48,12.1314,12.12,12.1428
2018-01-19,14.12,13.97,14.495,12.1962,12.1492,12.2432
2018-01-22,14.66,14.33,14.6725,12.0505,12.0401,12.0608
2018-01-23,14.5925,14.215,14.735,12.0324,12.0218,12.043
2018-01-24,14.46,14.225,14.7,11.8568,11.8439,11.8697
2018-01-25,14.305,14.275,14.6475,11.8689,11.7975,11.9403
2018-01-26,14.3125,14.33,14.64,11.8623,11.8511,11.8735
2018-01-29,14.715,14.43,14.58,11.9416,11.924,11.9592
2018-01-30,14.475,14.27,14.4925,11.9643,11.9531,11.9756
2018-01-31,14.225,14.25,14.4975,11.8514,11.83,11.8728
2018-02-01,14.31,14.195,14.6,11.8579,11.8358,11.88
2018-02-02,14.91,14.3575,14.7275,12.0876,12.0721,12.1031
2018-02-05,15.235,14.79,14.83,12.129,12.117,12.1409
2018-02-06,15.57,15.135,15.06,11.9192,11.9042,11.9342
2018-02-07,15.24,14.955,15.1,12.0701,12.0593,12.0809
2018-02-08,15.565,15.09,15.1825,12.1683,12.1496,12.187
2018-02-09,15.9975,15.2725,15.27,11.9934,11.9699,12.0169
2018-02-12,15.7075,15.335,15.3775,11.9352,11.911,11.9595
2018-02-13,15.58,15.215,15.3675,11.965,11.9531,11.977
2018-02-14,15.4775,15.0275,15.4125,11.7164,11.7042,11.7285
2018-02-15,15.3325,15.0425,15.3275,11.6208,11.6058,11.6357
2018-02-16,14.97,14.7025,15.225,11.596,11.5339,11.6582
2018-02-19,14.7375,14.6675,15.2075,11.6702,11.6518,11.6887
2018-02-20,14.4775,14.575,15.0925,11.7289,11.7186,11.7392
2018-02-21,14.0325,14.16,14.965,11.6631,11.6523,11.6739
2018-02-22,13.99,14.015,14.755,11.6632,11.6439,11.6825
2018-02-23,13.42,13.635,14.565,11.5592,11.5316,11.5867
2018-02-26,13.59,13.62,14.605,11.5542,11.5437,11.5647
2018-02-27,13.68,13.665,14.695,11.7187,11.7014,11.736
2018-02-28,13.735,13.83,14.765,11.7957,11.7812,11.8102
2018-03-01,13.49,14.01,14.86,11.8917,11.8418,11.9416
2018-03-02,13.885,13.99,14.88,11.9236,11.9059,11.9413
2018-03-05,14.3,14.25,14.945,11.8315,11.8204,11.8426
2018-03-06,13.79,13.9975,14.8875,11.7732,11.7575,11.7889
2018-03-07,13.64,13.955,14.94,11.8356,11.8263,11.8449
2018-03-08,13.335,13.715,14.72,11.9091,11.8859,11.9324
2018-03-09,12.6325,13.2125,14.56,11.8149,11.8034,11.8265
2018-03-12,12.76,13.135,14.345,11.8222,11.811,11.8333
2018-03-13,12.625,13.0925,14.375,11.8168,11.804,11.8295
2018-03-14,12.4625,13.02,14.37,11.7757,11.7646,11.7869
2018-03-15,12.4325,13.17,14.405,11.8986,11.8864,11.9108
2018-03-16,12.7175,13.2375,14.495,11.9755,11.9445,12.0065
2018-03-19,13.175,13.51,14.555,12.0176,12.0093,12.0258
2018-03-20,12.905,13.4,14.5,11.9638,11.95,11.9776
