Dates,USDZARV1M,USDZARV3M,USDZARV1Y,USDZARPX_LAST,USDZARPX_BID,USDZARPX_ASK
2003-12-02,16.9,17.15,17.1,6.315,6.3,6.33
2003-12-03,18.5,17.85,17.65,6.2025,6.18,6.225
2003-12-04,18.5,17.8,17.65,6.3612,6.3423,6.3801
2003-12-05,20.05,18.3,18.1,6.2826,6.2731,6.2921
2003-12-08,21.3,19.6,18.65,6.435,6.41,6.46
2003-12-09,20.3,19.0,18.15,6.4163,6.3926,6.44
2003-12-10,20.5,18.85,18.25,6.4886,6.4671,6.51
2003-12-11,19.55,18.85,18.0,6.405,6.38,6.43
2003-12-12,19.05,18.6,18.0,6.3603,6.35,6.37
2003-12-15,18.55,18.35,17.95,6.3226,6.2999,6.3451
2003-12-16,18.35,18.3,17.95,6.383,6.3755,6.3905
2003-12-17,19.3,18.85,18.45,6.5288,6.5038,6.5538
2003-12-18,23.05,21.35,20.35,6.6601,6.6351,6.6851
2003-12-19,24.6,21.9,20.55,6.9438,6.93,6.9575
2003-12-22,24.6,21.9,20.55,6.9051,6.8801,6.9301
2003-12-23,23.1,21.15,20.35,6.915,6.89,6.94
2003-12-24,23.1,21.15,20.35,6.685,6.66,6.71
2003-12-25,23.1,21.15,20.35,6.695,6.66,6.73
2003-12-26,23.1,21.15,20.35,6.6868,6.6618,6.7118
2003-12-29,23.6,21.9,20.55,6.725,6.7,6.75
2003-12-30,22.55,21.15,20.25,6.6361,6.63,6.6422
2003-12-31,22.6,21.15,20.35,6.6843,6.6748,6.6938
2004-01-01,22.4,21.1,20.35,6.6908,6.6748,6.7068
2004-01-02,22.6,21.15,20.35,6.5451,6.5331,6.5701
2004-01-05,24.05,22.1,20.55,6.3129,6.2931,6.3326
2004-01-06,25.05,22.6,20.75,6.445,6.42,6.47
2004-01-07,25.05,22.65,20.75,6.565,6.54,6.59
2004-01-08,27.85,24.15,21.35,6.5605,6.559,6.576
2004-01-09,27.6,24.15,21.05,6.6713,6.6463,6.6963
2004-01-12,30.1,27.2,22.05,6.9523,6.9445,6.9595
2004-01-13,30.15,26.75,22.15,6.8879,6.8559,6.9051
2004-01-14,30.6,25.9,22.35,7.1201,7.0951,7.1451
2004-01-15,31.05,25.35,21.95,7.385,7.36,7.41
2004-01-16,28.2,24.75,21.9,7.235,7.21,7.26
2004-01-19,27.15,24.25,21.65,7.2725,7.25,7.295
2004-01-20,26.5,24.1,22.05,7.065,7.05,7.085
2004-01-21,26.5,23.25,20.75,7.1069,7.1,7.1138
2004-01-22,26.0,22.15,20.75,7.085,7.08,7.09
2004-01-23,21.0,19.5,18.0,7.2225,7.214,7.23
2004-01-26,26.15,22.95,21.25,7.0925,7.065,7.105
2004-01-27,25.0,21.8,20.3,7.0363,7.0204,7.0526
2004-01-28,26.85,22.9,21.35,7.0025,6.98,7.025
2004-01-29,25.0,22.7,21.35,7.0355,7.0275,7.0455
2004-01-30,25.7,23.15,20.3,7.0713,7.053,7.0896
2004-02-02,23.0,20.55,21.35,6.9851,6.9621,7.0101
2004-02-03,26.0,22.5,20.75,6.9065,6.883,6.93
2004-02-04,25.35,22.3,20.85,6.8391,6.8151,6.863
2004-02-05,23.75,22.15,20.65,6.9873,6.97,7.0045
2004-02-06,26.25,22.75,20.5,6.97,6.9625,6.9775
2004-02-09,24.0,21.5,20.25,6.8981,6.9,6.9151
2004-02-10,23.6,21.15,20.15,6.84,6.8345,6.86
2004-02-11,23.1,20.95,19.9,6.7274,6.71,6.7446
2004-02-12,24.1,21.85,20.35,6.6205,6.613,6.628
2004-02-13,23.25,22.0,20.6,6.6353,6.6298,6.6426
2004-02-16,23.15,22.05,20.75,6.65,6.63,6.67
2004-02-17,24.0,21.75,20.5,6.515,6.51,6.52
2004-02-18,24.25,21.5,20.5,6.635,6.6275,6.6425
2004-02-19,24.0,22.0,20.65,6.6351,6.6201,6.6501
2004-02-20,22.75,21.25,20.5,6.715,6.69,6.74
2004-02-23,23.5,22.25,20.65,6.6488,6.629,6.6563
2004-02-24,22.55,21.8,20.45,6.5701,6.5551,6.5851
2004-02-25,23.0,21.35,20.0,6.575,6.57,6.58
2004-02-26,22.5,21.25,20.25,6.6475,6.6425,6.6525
2004-02-27,23.0,21.25,20.25,6.6328,6.608,6.6576
2004-03-01,21.05,20.35,19.85,6.6275,6.61,6.645
2004-03-02,20.0,19.7,19.2,6.9118,6.9018,6.9218
2004-03-03,21.05,20.3,19.85,6.845,6.84,6.85
2004-03-04,21.05,20.3,19.85,6.7975,6.7875,6.8101
2004-03-05,23.1,21.7,20.55,6.6163,6.6063,6.6263
2004-03-08,23.1,21.65,20.55,6.5338,6.5262,6.5488
2004-03-09,22.95,21.65,20.55,6.5538,6.5388,6.5688
2004-03-10,22.6,21.4,20.35,6.645,6.62,6.67
2004-03-11,22.35,21.4,20.35,6.64,6.625,6.655
2004-03-12,21.6,21.2,20.35,6.7737,6.7662,6.7812
2004-03-15,21.6,20.95,20.35,6.71,6.6849,6.7225
2004-03-16,22.0,21.5,20.25,6.725,6.7,6.75
2004-03-17,20.1,20.05,20.15,6.7138,6.6888,6.7388
2004-03-18,20.1,20.1,20.15,6.66,6.645,6.675
2004-03-19,19.85,19.8,19.85,6.64,6.625,6.655
2004-03-22,18.6,19.3,19.75,6.5012,6.4912,6.5112
2004-03-23,19.05,19.15,19.35,6.52,6.505,6.535
2004-03-24,18.9,19.15,19.25,6.6,6.585,6.615
2004-03-25,18.6,19.15,19.25,6.5776,6.5526,6.6026
2004-03-26,18.3,18.6,19.5,6.54,6.53,6.55
2004-03-29,18.35,18.7,19.5,6.368,6.348,6.388
2004-03-30,22.0,19.75,19.3,6.3323,6.312,6.3525
2004-03-31,22.25,20.05,19.55,6.2925,6.275,6.31
2004-04-01,21.3,20.9,19.75,6.3038,6.295,6.3151
2004-04-02,21.0,20.85,19.55,6.398,6.373,6.423
2004-04-05,20.0,19.8,20.0,6.415,6.39,6.44
2004-04-06,18.95,19.35,19.3,6.325,6.3175,6.3325
2004-04-07,17.85,18.95,19.1,6.315,6.29,6.34
2004-04-08,17.5,19.65,19.5,6.2724,6.2649,6.2799
2004-04-09,17.7,18.85,19.4,6.255,6.23,6.28
2004-04-12,22.0,19.5,18.0,6.304,6.279,6.329
2004-04-13,18.85,19.85,19.2,6.5575,6.5475,6.5675
2004-04-14,21.05,20.4,20.05,6.6128,6.5978,6.6278
2004-04-15,21.0,20.15,20.25,6.4525,6.4375,6.4675
2004-04-16,19.9,20.0,19.95,6.4401,6.4076,6.4576
2004-04-19,19.95,19.6,19.5,6.5375,6.51,6.5575
2004-04-20,20.25,20.0,20.05,6.5325,6.5175,6.5475
2004-04-21,20.5,20.25,20.0,6.7835,6.77,6.797
2004-04-22,23.1,21.7,21.05,6.775,6.76,6.79
2004-04-23,23.2,21.65,20.75,6.765,6.75,6.78
2004-04-26,22.6,21.5,19.05,6.7137,6.7037,6.7237
2004-04-27,22.1,21.1,19.9,6.665,6.64,6.69
2004-04-28,25.65,23.2,21.35,6.9225,6.9075,6.9375
2004-04-29,24.5,22.5,20.8,6.8914,6.8763,6.9065
2004-04-30,25.75,23.5,21.75,6.9901,6.9651,7.015
2004-05-03,21.0,19.5,21.5,6.9868,6.9685,7.005
2004-05-04,24.0,19.5,20.55,6.9175,6.91,6.925
2004-05-05,24.35,19.5,21.0,6.785,6.765,6.805
2004-05-06,24.75,20.8,21.0,6.935,6.91,6.96
2004-05-07,24.0,21.5,20.5,7.035,7.035,7.06
2004-05-10,26.5,23.5,21.9,6.9978,6.98,7.0175
2004-05-11,26.0,23.5,21.5,6.8525,6.8475,6.86
2004-05-12,24.75,22.75,21.25,6.9075,6.895,6.92
2004-05-13,24.75,22.8,21.25,6.96,6.95,6.97
2004-05-14,24.9,22.9,21.25,6.7375,6.715,6.7475
2004-05-17,25.05,22.8,21.25,6.81,6.7875,6.8225
2004-05-18,25.1,22.85,21.25,6.7937,6.7862,6.8012
2004-05-19,25.1,22.85,21.25,6.7588,6.7338,6.7838
2004-05-20,24.4,22.35,21.25,6.7747,6.7675,6.7995
2004-05-21,24.3,22.35,21.25,6.745,6.72,6.77
2004-05-24,24.3,22.35,21.25,6.6633,6.6483,6.6783
2004-05-25,22.35,21.25,20.25,6.6126,6.5876,6.6376
2004-05-26,22.5,21.5,20.5,6.5978,6.57,6.618
2004-05-27,21.0,22.0,21.0,6.5585,6.5429,6.568
2004-05-28,21.55,20.95,20.5,6.5092,6.4968,6.5293
2004-05-31,21.0,19.5,17.5,6.515,6.49,6.54
2004-06-01,22.0,21.1,19.55,6.4087,6.395,6.4174
2004-06-02,22.0,21.25,19.55,6.5475,6.5375,6.5575
2004-06-03,21.0,19.5,19.8,6.4572,6.4472,6.4672
2004-06-04,21.0,19.5,17.5,6.465,6.44,6.49
2004-06-07,21.0,19.5,19.5,6.465,6.4675,6.49
2004-06-08,21.3,20.5,20.5,6.5831,6.5581,6.6081
2004-06-09,21.5,20.5,20.5,6.6573,6.637,6.6775
2004-06-10,21.0,19.5,19.55,6.4463,6.4213,6.4713
2004-06-11,20.0,20.5,19.55,6.515,6.4749,6.5451
2004-06-14,20.5,20.0,19.55,6.6225,6.6125,6.6325
2004-06-15,21.0,20.6,19.55,6.4775,6.465,6.49
2004-06-16,20.0,20.0,20.0,6.515,6.505,6.525
2004-06-17,20.0,20.5,20.4,6.5232,6.515,6.525
2004-06-18,19.325,19.75,18.0,6.3908,6.3758,6.4058
2004-06-21,20.0,19.9,19.75,6.3175,6.3,6.3325
2004-06-22,19.75,20.0,19.9,6.3,6.2925,6.3075
2004-06-23,21.0,19.5,20.5,6.2513,6.2399,6.2638
2004-06-24,20.0,20.0,20.0,6.3143,6.2985,6.33
2004-06-25,19.75,19.875,20.25,6.305,6.2949,6.315
2004-06-28,21.0,19.25,19.75,6.1725,6.155,6.19
2004-06-29,20.25,20.0,20.0,6.2406,6.2313,6.2562
2004-06-30,20.65,20.0,20.0,6.1362,6.12,6.1475
2004-07-01,20.0,20.25,20.25,6.1799,6.1699,6.1899
2004-07-02,20.75,20.0,20.0,6.1094,6.0994,6.1194
2004-07-05,20.0,20.25,20.25,6.1822,6.1725,6.1925
2004-07-06,20.0,20.25,20.25,6.2125,6.2025,6.2225
2004-07-07,20.5,20.0,20.0,6.1213,6.1124,6.1301
2004-07-08,21.0,20.0,20.0,6.0525,6.0425,6.0625
2004-07-09,20.0,20.25,20.0,6.0775,6.0625,6.0925
2004-07-12,21.0,19.5,20.0,6.0551,6.0301,6.0801
2004-07-13,19.875,20.0,20.0,6.1059,6.0959,6.1159
2004-07-14,20.5,20.0,20.0,6.0703,6.0527,6.0651
2004-07-15,21.0,19.5,20.0,6.0924,6.0751,6.0999
2004-07-16,21.0,20.0,20.0,5.9535,5.946,5.966
2004-07-19,20.0,20.0,20.0,5.929,5.91,5.94
2004-07-20,20.0,20.0,20.0,5.9648,5.9545,5.9775
2004-07-21,20.25,20.0,20.0,6.0888,6.06,6.11
2004-07-22,21.0,19.5,20.2,6.0616,6.0291,6.0791
2004-07-23,21.0,19.5,20.0,6.2137,6.18,6.23
2004-07-26,20.0,19.65,20.0,6.2415,6.2289,6.2565
2004-07-27,20.75,20.0,20.0,6.3232,6.3064,6.34
2004-07-28,21.0,19.5,20.5,6.2588,6.2413,6.2713
2004-07-29,19.5,20.0,20.0,6.2513,6.2363,6.2613
2004-07-30,19.5,20.0,20.0,6.2675,6.2449,6.2901
2004-08-02,19.0,19.75,20.0,6.334,6.323,6.345
2004-08-03,19.75,20.0,20.25,6.2462,6.2374,6.255
2004-08-04,18.0,19.25,20.0,6.245,6.235,6.255
2004-08-05,18.0,19.5,20.25,6.2313,6.23,6.255
2004-08-06,18.0,19.5,20.25,6.1224,6.1073,6.1375
2004-08-09,18.0,19.5,20.25,6.0938,6.0824,6.1051
2004-08-10,18.0,19.5,20.25,6.1775,6.1675,6.1875
2004-08-11,18.0,19.5,20.25,6.2131,6.1881,6.2381
2004-08-12,17.25,20.0,20.25,6.4313,6.419,6.4438
2004-08-13,17.5,18.75,19.75,6.4773,6.4523,6.5023
2004-08-16,20.0,20.75,20.4,6.5775,6.5625,6.5925
2004-08-17,19.75,19.75,19.75,6.4554,6.4404,6.4704
2004-08-18,18.5,19.0,19.25,6.4953,6.4706,6.52
2004-08-19,19.0,19.25,19.5,6.5988,6.5825,6.615
2004-08-20,18.75,19.25,19.25,6.57,6.565,6.575
2004-08-23,19.75,19.65,18.65,6.6681,6.6587,6.6775
2004-08-24,20.0,19.75,18.9,6.7257,6.7165,6.7414
2004-08-25,19.4,19.65,19.5,6.6676,6.6563,6.6925
2004-08-26,19.0,19.4,19.25,6.5951,6.5799,6.6101
2004-08-27,18.5,19.25,18.325,6.7463,6.7313,6.7613
2004-08-30,22.0,19.5,18.0,6.7038,6.6888,6.7188
2004-08-31,22.0,19.5,18.0,6.6313,6.6163,6.6463
2004-09-01,18.25,19.15,19.25,6.6125,6.6025,6.6225
2004-09-02,18.25,18.75,19.0,6.5535,6.5388,6.5685
2004-09-03,16.5,18.5,18.9,6.625,6.615,6.635
2004-09-06,17.25,18.25,18.75,6.6325,6.6176,6.6551
2004-09-07,17.0,18.75,18.9,6.6248,6.6123,6.6372
2004-09-08,17.1,18.5,18.9,6.632,6.617,6.647
2004-09-09,16.5,18.0,19.0,6.665,6.66,6.67
2004-09-10,16.0,18.25,18.75,6.5525,6.5425,6.5625
2004-09-13,16.0,19.5,18.0,6.5454,6.5354,6.5554
2004-09-14,16.5,18.65,18.0,6.495,6.485,6.505
2004-09-15,16.5,18.0,19.0,6.576,6.5685,6.5835
2004-09-16,16.0,17.65,18.75,6.5635,6.557,6.57
2004-09-17,14.9,17.0,18.25,6.5425,6.535,6.55
2004-09-20,15.0,16.9,18.0,6.4773,6.47,6.4845
2004-09-21,15.0,16.75,18.0,6.4319,6.4149,6.4426
2004-09-22,14.5,16.75,17.9,6.4963,6.47,6.5225
2004-09-23,14.5,16.5,17.75,6.4207,6.4099,6.4267
2004-09-24,13.75,16.25,17.625,6.4212,6.4137,6.4287
2004-09-27,12.9,16.9,18.0,6.399,6.3885,6.409
2004-09-28,13.75,15.75,17.75,6.4125,6.4075,6.4175
2004-09-29,14.0,15.75,17.8,6.4388,6.43,6.445
2004-09-30,14.2,15.7,17.75,6.4535,6.444,6.457
2004-10-01,14.25,15.7,17.75,6.4786,6.461,6.4961
2004-10-04,14.25,16.0,17.6,6.4592,6.4492,6.4692
2004-10-05,14.15,15.15,17.7,6.5085,6.5,6.517
2004-10-06,13.75,15.0,17.5,6.5207,6.504,6.5275
2004-10-07,14.75,15.5,18.25,6.6075,6.5949,6.6101
2004-10-08,14.0,15.25,17.9,6.5406,6.53,6.5512
2004-10-11,14.25,15.35,17.7,6.5523,6.542,6.562
2004-10-12,14.25,15.9,17.75,6.5913,6.5775,6.6025
2004-10-13,15.0,16.0,18.0,6.5597,6.5497,6.5697
2004-10-14,14.25,15.5,17.4,6.5131,6.51,6.5213
2004-10-15,14.15,15.0,17.75,6.425,6.4149,6.4351
2004-10-18,14.0,15.0,17.75,6.3663,6.3425,6.39
2004-10-19,14.5,15.25,17.5,6.2997,6.295,6.3095
2004-10-20,14.8,15.25,17.7,6.31,6.2775,6.315
2004-10-21,15.0,16.0,17.75,6.245,6.24,6.25
2004-10-22,15.0,16.0,17.75,6.1563,6.1475,6.165
2004-10-25,15.55,16.0,17.9,6.2123,6.1949,6.2251
2004-10-26,16.0,16.0,17.9,6.26,6.2525,6.2675
2004-10-27,15.5,16.25,17.75,6.1601,6.1549,6.1751
2004-10-28,16.0,16.35,18.0,6.1,6.08,6.12
2004-10-29,16.55,17.0,17.75,6.1,6.0775,6.1225
2004-11-01,17.0,17.0,17.75,6.11,6.095,6.125
2004-11-02,17.0,16.7,17.75,6.1063,6.1025,6.11
2004-11-03,16.4,16.7,17.75,6.075,6.07,6.08
2004-11-04,19.0,16.5,17.5,6.0918,6.0875,6.1
2004-11-05,16.3,16.7,17.7,6.0906,6.0849,6.0996
2004-11-08,16.3,16.7,17.7,6.193,6.188,6.198
2004-11-09,21.0,19.5,17.5,6.1975,6.1925,6.2025
2004-11-10,21.0,19.5,18.0,6.205,6.18,6.23
2004-11-11,15.75,16.4,17.5,6.197,6.1865,6.2075
2004-11-12,21.0,19.5,17.6,6.1163,6.0999,6.1351
2004-11-15,16.9,17.25,17.65,6.0601,6.036,6.0841
2004-11-16,15.7,16.5,17.1,6.0565,6.045,6.068
2004-11-17,16.0,16.55,17.75,5.965,5.96,5.97
2004-11-18,16.0,16.4,17.5,6.0337,6.0262,6.0412
2004-11-19,15.25,16.0,17.7,6.005,5.9975,6.0125
2004-11-22,15.5,16.25,17.75,6.0123,5.992,6.0325
2004-11-23,15.5,16.25,17.75,5.9764,5.9564,5.9964
2004-11-24,15.125,16.125,17.625,5.935,5.9249,5.9451
2004-11-25,15.125,16.125,17.625,5.9061,5.8869,5.9201
2004-11-26,14.75,16.0,17.25,5.835,5.81,5.86
2004-11-29,15.0,16.0,17.625,5.785,5.78,5.79
2004-11-30,15.25,16.25,17.5,5.8033,5.7885,5.818
2004-12-01,14.75,15.75,17.25,5.783,5.7515,5.7975
2004-12-02,15.75,16.4,17.25,5.8438,5.8363,5.8513
2004-12-03,15.0,16.0,17.25,5.705,5.68,5.73
2004-12-06,15.25,16.0,17.25,5.7517,5.72,5.77
2004-12-07,15.75,16.0,17.25,5.7938,5.7775,5.81
2004-12-08,18.5,16.5,17.25,5.8525,5.83,5.875
2004-12-09,17.75,16.5,17.25,5.8049,5.7975,5.8124
2004-12-10,16.5,16.75,17.2,5.815,5.81,5.82
2004-12-13,16.5,16.75,17.5,5.745,5.72,5.765
2004-12-14,16.5,16.75,17.25,5.7304,5.7213,5.7395
2004-12-15,16.15,16.5,17.5,5.7243,5.714,5.7345
2004-12-16,16.0,16.75,17.5,5.7988,5.78,5.8175
2004-12-17,16.0,16.5,17.25,5.785,5.7725,5.7975
2004-12-20,15.25,16.65,17.25,5.7138,5.7025,5.725
2004-12-21,15.0,16.0,17.0,5.6699,5.65,5.674
2004-12-22,15.0,16.0,17.0,5.6251,5.6099,5.6351
2004-12-23,15.0,16.0,17.0,5.6405,5.6355,5.6455
2004-12-24,15.0,16.0,17.0,5.6676,5.61,5.6926
2004-12-27,15.0,16.0,17.0,5.6175,5.61,5.625
2004-12-28,15.0,16.0,17.0,5.6264,5.605,5.635
2004-12-29,15.25,16.2,17.1,5.6975,5.69,5.71
2004-12-30,15.5,16.4,17.3,5.6566,5.6528,5.6727
2004-12-31,15.5,16.5,17.25,5.665,5.615,5.69
2005-01-03,16.5,16.5,17.4,5.6538,5.6475,5.66
2005-01-04,17.5,17.5,17.5,5.8295,5.817,5.842
2005-01-05,18.0,18.0,17.9,5.9225,5.91,5.935
2005-01-06,21.0,20.0,19.75,6.125,6.105,6.145
2005-01-07,20.5,19.0,18.5,6.0875,6.08,6.095
2005-01-10,19.0,19.0,18.5,6.0095,6.0045,6.0145
2005-01-11,17.9,17.75,17.75,5.961,5.9535,5.9685
2005-01-12,18.75,18.25,18.5,5.9489,5.9403,5.9602
2005-01-13,19.0,18.5,18.3,6.0325,6.025,6.04
2005-01-14,19.5,18.5,18.3,6.01,6.01,6.01
2005-01-17,19.25,18.75,18.0,6.0398,6.025,6.055
2005-01-18,19.7,18.5,18.3,6.095,6.09,6.1
2005-01-19,19.0,18.5,18.15,6.035,6.0225,6.0475
2005-01-20,18.95,18.3,18.0,6.06,6.055,6.065
2005-01-21,19.0,18.25,17.8,5.9838,5.965,6.0025
2005-01-24,18.5,18.5,17.95,5.9375,5.93,5.945
2005-01-25,18.0,17.875,17.675,5.9725,5.965,5.98
2005-01-26,17.75,17.75,17.5,5.9413,5.9225,5.96
2005-01-27,17.75,17.5,17.25,5.9363,5.91,5.9625
2005-01-28,17.25,17.5,17.5,5.9425,5.93,5.955
2005-01-31,17.75,17.25,17.0,5.985,5.9725,5.9975
2005-02-01,17.75,17.5,17.4,6.0306,6.0213,6.0412
2005-02-02,17.0,17.0,17.0,6.0326,6.0149,6.0451
2005-02-03,17.0,17.0,17.0,6.1238,6.12,6.1275
2005-02-04,17.35,17.25,17.0,6.177,6.165,6.189
2005-02-07,18.4,17.5,17.5,6.2213,6.2024,6.2351
2005-02-08,15.25,18.2,18.1,6.2673,6.2575,6.2725
2005-02-09,15.25,17.75,18.0,6.2363,6.2225,6.25
2005-02-10,17.0,17.25,17.25,6.1213,6.12,6.1225
2005-02-11,16.0,17.0,17.0,6.085,6.0825,6.0875
2005-02-14,16.5,17.0,16.75,6.0395,6.01,6.0495
2005-02-15,15.75,16.25,17.0,5.9525,5.9525,5.9525
2005-02-16,16.5,17.0,17.0,5.9763,5.9425,5.995
2005-02-17,15.45,16.7,16.75,5.9378,5.9305,5.945
2005-02-18,15.55,16.2,16.75,5.9275,5.9215,5.9335
2005-02-21,15.75,16.25,16.75,5.9328,5.9228,5.9428
2005-02-22,15.85,16.0,16.0,5.7813,5.7688,5.7938
2005-02-23,15.85,16.0,16.75,5.7993,5.78,5.806
2005-02-24,15.4,15.9,16.25,5.8168,5.8085,5.825
2005-02-25,15.5,15.9,16.4,5.79,5.7775,5.8025
2005-02-28,15.75,15.9,16.25,5.8175,5.805,5.83
2005-03-01,15.65,16.1,16.4,5.84,5.8375,5.8425
2005-03-02,15.85,16.5,16.5,5.905,5.9,5.91
2005-03-03,15.5,16.0,16.5,5.9563,5.95,5.9625
2005-03-04,16.25,16.5,16.5,5.832,5.825,5.839
2005-03-07,15.75,16.0,16.25,5.8558,5.8433,5.8683
2005-03-08,15.5,16.0,16.25,5.781,5.7735,5.7885
2005-03-09,16.0,16.0,16.25,5.7633,5.755,5.77
2005-03-10,15.75,16.0,16.4,5.8363,5.8263,5.8463
2005-03-11,16.0,16.1,16.45,5.855,5.85,5.86
2005-03-14,17.0,16.5,16.5,5.977,5.9687,5.9837
2005-03-15,17.0,17.0,16.5,6.1092,6.1017,6.1167
2005-03-16,18.0,17.25,17.0,6.0775,6.0675,6.0875
2005-03-17,18.5,17.5,17.25,6.0926,6.0349,6.1201
2005-03-18,17.85,17.2,17.0,6.0545,6.0485,6.0605
2005-03-21,18.5,18.0,17.5,6.115,6.1125,6.1175
2005-03-22,17.15,17.4,17.0,6.2183,6.21,6.225
2005-03-23,20.0,18.5,17.25,6.22,6.215,6.225
2005-03-24,17.75,17.75,17.5,6.2175,6.21,6.225
2005-03-25,17.0,17.0,17.0,6.2,6.18,6.22
2005-03-28,19.5,18.25,17.5,6.36,6.335,6.385
2005-03-29,19.4,18.25,17.3,6.3313,6.32,6.3425
2005-03-30,18.5,18.25,17.35,6.2969,6.2738,6.32
2005-03-31,18.25,17.75,17.35,6.2395,6.228,6.251
2005-04-01,17.75,17.25,16.9,6.244,6.238,6.25
2005-04-04,17.75,17.75,17.35,6.2365,6.221,6.252
2005-04-05,18.0,17.75,17.35,6.1888,6.1875,6.19
2005-04-06,17.5,17.25,17.0,6.1375,6.1262,6.1488
2005-04-07,18.0,17.5,17.25,6.1384,6.1327,6.144
2005-04-08,18.4,17.75,17.3,6.1483,6.1399,6.1566
2005-04-11,17.65,17.3,17.1,6.153,6.148,6.158
2005-04-12,17.65,17.3,17.1,6.1312,6.1249,6.1426
2005-04-13,17.5,17.25,17.1,6.1188,6.113,6.1245
2005-04-14,18.5,17.95,17.5,6.2763,6.263,6.2895
2005-04-15,18.5,17.5,17.35,6.2783,6.2733,6.2833
2005-04-18,18.5,17.75,17.3,6.259,6.253,6.265
2005-04-19,17.5,17.5,17.5,6.1701,6.1631,6.177
2005-04-20,17.4,17.25,17.2,6.074,6.068,6.08
2005-04-21,17.5,17.3,17.25,6.093,6.0805,6.1005
2005-04-22,17.0,17.25,17.25,6.0485,6.0435,6.0535
2005-04-25,16.75,17.25,17.25,6.061,6.056,6.066
2005-04-26,16.75,17.15,17.4,6.1026,6.0849,6.1151
2005-04-27,16.75,17.0,17.25,6.0775,6.07,6.085
2005-04-28,17.0,17.25,17.25,6.14,6.135,6.145
2005-04-29,15.75,16.9,17.0,6.0858,6.07,6.095
2005-05-02,16.25,16.75,17.0,6.09,6.07,6.11
2005-05-03,16.25,17.0,17.25,6.085,6.08,6.09
2005-05-04,16.25,16.5,16.9,5.9876,5.9801,5.995
2005-05-05,16.5,16.5,16.9,5.9463,5.94,5.9525
2005-05-06,16.5,16.5,16.9,6.0283,6.015,6.0401
2005-05-09,16.75,17.0,17.2,6.1203,6.1155,6.125
2005-05-10,17.5,17.25,17.25,6.1582,6.1514,6.165
2005-05-11,17.5,17.25,17.0,6.1982,6.1938,6.2025
2005-05-12,17.0,17.0,17.125,6.2867,6.2608,6.3008
2005-05-13,17.5,17.3,17.25,6.3313,6.3163,6.3463
2005-05-16,17.5,17.3,17.3,6.37,6.365,6.375
2005-05-17,17.75,17.75,17.75,6.4353,6.4153,6.4553
2005-05-18,17.5,17.4,17.4,6.4055,6.3855,6.416
2005-05-19,16.875,16.875,16.875,6.395,6.375,6.415
2005-05-20,16.875,16.875,16.875,6.5314,6.5043,6.5443
2005-05-23,16.875,16.875,16.875,6.5375,6.5325,6.5425
2005-05-24,17.25,17.2,17.2,6.578,6.574,6.582
2005-05-25,17.5,17.5,17.5,6.485,6.465,6.49
2005-05-26,17.125,17.125,17.125,6.63,6.625,6.635
2005-05-27,17.5,17.6,17.2,6.5633,6.5386,6.5745
2005-05-30,17.5,17.0,17.2,6.6525,6.6425,6.6625
2005-05-31,17.125,17.125,17.125,6.812,6.8075,6.815
2005-06-01,17.125,17.125,17.125,6.92,6.915,6.925
2005-06-02,17.125,17.125,17.125,6.8013,6.7963,6.8063
2005-06-03,18.5,18.25,17.75,6.8358,6.8158,6.8558
2005-06-06,17.75,17.5,17.5,6.7126,6.7065,6.715
2005-06-07,18.0,17.5,17.5,6.6315,6.6275,6.635
2005-06-08,18.0,17.5,17.5,6.78,6.775,6.785
2005-06-09,18.0,17.5,17.5,6.7587,6.7487,6.7687
2005-06-10,18.0,17.5,17.5,6.7332,6.7211,6.7375
2005-06-13,18.0,17.5,17.5,6.8425,6.835,6.845
2005-06-14,18.0,17.5,17.5,6.891,6.886,6.896
2005-06-15,18.0,17.5,17.5,6.7702,6.7663,6.7824
2005-06-16,18.0,17.5,17.5,6.7088,6.69,6.72
2005-06-17,17.5,17.5,17.5,6.6138,6.6088,6.6188
2005-06-20,17.5,17.5,17.5,6.705,6.7,6.71
2005-06-21,17.625,17.25,17.25,6.705,6.7,6.71
2005-06-22,17.625,17.5,17.5,6.722,6.7062,6.7312
2005-06-23,17.625,17.5,17.5,6.765,6.755,6.775
2005-06-24,17.625,17.5,17.5,6.6975,6.689,6.705
2005-06-27,17.625,17.5,17.5,6.6229,6.61,6.6275
2005-06-28,16.5,16.75,17.0,6.6531,6.6423,6.657
2005-06-29,16.4,17.0,17.0,6.6634,6.6534,6.6734
2005-06-30,16.25,16.4,16.9,6.6495,6.637,6.662
2005-07-01,17.25,17.0,16.9,6.848,6.845,6.8555
2005-07-04,18.0,17.5,17.1,6.8337,6.8212,6.8462
2005-07-05,17.75,17.0,17.15,6.86,6.8475,6.8725
2005-07-06,17.5,17.45,17.0,6.8493,6.84,6.8585
2005-07-07,17.5,17.5,17.25,6.855,6.845,6.865
2005-07-08,16.5,16.75,16.75,6.865,6.855,6.875
2005-07-11,17.05,16.75,16.75,6.7223,6.7,6.74
2005-07-12,17.0,16.75,16.75,6.535,6.525,6.545
2005-07-13,18.15,17.4,17.15,6.672,6.6625,6.6775
2005-07-14,17.2,17.2,17.2,6.6128,6.605,6.6205
2005-07-15,17.2,17.2,17.1,6.6357,6.6313,6.64
2005-07-18,16.75,17.2,17.1,6.6433,6.635,6.65
