Dates,EURUSDV1M,EURUSDV3M,EURUSDV1Y,EURUSDPX_LAST,EURUSDPX_BID,EURUSDPX_ASK
2010-04-16,9.975,10.795,11.7675,0.7406,0.7405,0.7407
2010-04-19,10.16,10.775,11.82,0.7413,0.7412,0.7414
2010-04-20,9.935,10.58,11.75,0.7444,0.7443,0.7444
2010-04-21,9.975,10.67,11.895,0.7469,0.7468,0.7469
2010-04-22,10.715,11.425,12.285,0.7522,0.7521,0.7522
2010-04-23,10.855,11.4575,12.19,0.7473,0.7473,0.7474
2010-04-26,10.9125,11.355,12.085,0.7472,0.7472,0.7473
2010-04-27,12.06,12.305,12.6625,0.759,0.759,0.7591
2010-04-28,12.295,12.4,12.745,0.7564,0.7564,0.7565
2010-04-29,11.405,11.86,12.375,0.7557,0.7556,0.7557
2010-04-30,11.195,11.665,12.38,0.7521,0.752,0.7522
2010-05-03,11.345,11.75,12.4325,0.7579,0.7578,0.7579
2010-05-04,12.165,12.6175,13.015,0.77,0.7699,0.77
2010-05-05,13.33,13.445,13.7025,0.7804,0.7804,0.7804
2010-05-06,16.2275,15.5675,15.39,0.7923,0.7922,0.7925
2010-05-07,15.59,14.97,14.59,0.7842,0.7838,0.7846
2010-05-10,14.7,14.02,13.765,0.7821,0.782,0.7821
2010-05-11,14.805,14.31,13.88,0.7897,0.7896,0.7898
2010-05-12,13.645,13.53,13.525,0.7928,0.7927,0.7928
2010-05-13,13.075,13.1175,13.295,0.7978,0.7977,0.7979
2010-05-14,14.7025,14.3725,14.01,0.8092,0.8091,0.8093
2010-05-17,15.1075,14.45,14.1,0.8068,0.8067,0.8068
2010-05-18,15.6725,14.8525,14.13,0.8195,0.8194,0.8196
2010-05-19,16.6075,15.415,14.405,0.8055,0.8054,0.8056
2010-05-20,17.735,16.515,15.345,0.8007,0.8006,0.8008
2010-05-21,16.455,15.375,14.445,0.7956,0.7955,0.7957
2010-05-24,15.565,14.91,14.1,0.8083,0.8082,0.8083
2010-05-25,16.435,15.45,14.76,0.81,0.8099,0.8102
2010-05-26,16.51,15.72,14.96,0.8213,0.8212,0.8214
2010-05-27,15.805,15.3875,14.835,0.809,0.8089,0.809
2010-05-28,15.655,15.245,14.66,0.8148,0.8147,0.8149
2010-05-31,15.6025,15.1075,14.54,0.8126,0.8125,0.8128
2010-06-01,16.4,15.45,14.93,0.8177,0.8177,0.8178
2010-06-02,16.21,15.535,14.87,0.8164,0.8163,0.8165
2010-06-03,15.7525,15.5275,14.8375,0.8222,0.8221,0.8223
2010-06-04,16.595,15.9675,15.36,0.8356,0.8355,0.8358
2010-06-07,17.045,16.255,15.4075,0.8387,0.8386,0.8388
2010-06-08,16.74,16.1,15.3,0.8352,0.8351,0.8353
2010-06-09,15.62,15.435,15.025,0.8348,0.8347,0.8349
2010-06-10,14.6875,14.8175,14.695,0.8248,0.8247,0.8249
2010-06-11,13.8075,14.2875,14.465,0.8256,0.8254,0.8257
2010-06-14,13.4025,13.8,14.29,0.8183,0.8182,0.8184
2010-06-15,13.6825,13.78,14.32,0.8108,0.8108,0.8109
2010-06-16,13.615,13.8375,14.24,0.8123,0.8123,0.8123
2010-06-17,13.27,13.81,14.2475,0.8072,0.8071,0.8073
2010-06-18,12.8675,13.625,14.1375,0.8073,0.8072,0.8074
2010-06-21,13.0275,13.4625,14.015,0.8122,0.8121,0.8123
2010-06-22,13.02,13.67,14.355,0.8149,0.8149,0.815
2010-06-23,13.0475,13.755,14.34,0.8123,0.8123,0.8124
2010-06-24,12.95,13.935,14.43,0.8108,0.8107,0.8109
2010-06-25,13.115,14.015,14.56,0.8082,0.8081,0.8083
2010-06-28,13.11,13.895,14.475,0.8145,0.8144,0.8146
2010-06-29,13.9,14.64,14.94,0.8205,0.8205,0.8205
2010-06-30,13.555,14.365,14.835,0.8172,0.8171,0.8172
2010-07-01,13.845,14.3175,14.77,0.7983,0.7982,0.7983
2010-07-02,13.305,13.855,14.445,0.796,0.7956,0.7965
2010-07-05,13.34,13.62,14.295,0.7976,0.7975,0.7976
2010-07-06,12.805,13.2975,13.96,0.792,0.7919,0.7921
2010-07-07,12.67,13.2325,13.92,0.7913,0.7913,0.7913
2010-07-08,12.28,13.01,13.665,0.7876,0.7875,0.7876
2010-07-09,12.0,12.7025,13.53,0.791,0.7909,0.7911
2010-07-12,12.145,12.61,13.4525,0.7939,0.7938,0.794
2010-07-13,12.0075,12.4575,13.34,0.7859,0.7859,0.786
2010-07-14,11.885,12.2725,13.085,0.7848,0.7847,0.7848
2010-07-15,11.695,12.0975,12.8475,0.7722,0.7721,0.7723
2010-07-16,11.98,12.2,12.9975,0.7734,0.7733,0.7735
2010-07-19,12.665,12.755,13.365,0.7727,0.7726,0.7727
2010-07-20,12.74,12.8175,13.41,0.7764,0.7763,0.7765
2010-07-21,12.825,12.9225,13.63,0.7841,0.784,0.7842
2010-07-22,12.76,13.015,13.535,0.7756,0.7756,0.7757
2010-07-23,12.28,12.5525,13.3425,0.7746,0.7745,0.7747
2010-07-26,11.6575,12.075,12.885,0.7696,0.7695,0.7696
2010-07-27,11.33,11.815,12.675,0.7695,0.7694,0.7695
2010-07-28,10.75,11.205,12.18,0.7695,0.7695,0.7696
2010-07-29,10.66,11.22,12.1825,0.7647,0.7646,0.7647
2010-07-30,10.59,11.2275,12.215,0.7662,0.7661,0.7663
2010-08-02,10.795,11.055,12.18,0.7588,0.7587,0.7588
2010-08-03,10.825,11.13,12.24,0.7558,0.7558,0.7559
2010-08-04,11.11,11.52,12.56,0.7598,0.7598,0.7599
2010-08-05,10.89,11.7675,12.6975,0.7582,0.7582,0.7583
2010-08-06,10.49,11.4,12.545,0.753,0.7529,0.7531
2010-08-09,10.765,11.5625,12.77,0.7563,0.7563,0.7564
2010-08-10,10.815,11.4825,12.89,0.7589,0.7588,0.759
2010-08-11,12.085,12.535,13.36,0.7774,0.7774,0.7775
2010-08-12,12.085,12.775,13.3625,0.7795,0.7794,0.7795
2010-08-13,12.075,12.475,13.3875,0.784,0.784,0.7841
2010-08-16,12.145,12.535,13.3725,0.7796,0.7796,0.7797
2010-08-17,11.72,12.2425,13.195,0.7761,0.776,0.7762
2010-08-18,11.505,12.025,13.0075,0.778,0.778,0.7781
2010-08-19,11.45,12.07,13.005,0.7798,0.7797,0.7799
2010-08-20,11.85,12.3875,13.285,0.7867,0.7866,0.7867
2010-08-23,12.175,12.59,13.345,0.7901,0.7901,0.7901
2010-08-24,12.23,12.8775,13.5975,0.7919,0.7918,0.7921
2010-08-25,12.2925,12.9125,13.6325,0.79,0.79,0.79
2010-08-26,11.7375,12.6325,13.4525,0.7864,0.7864,0.7865
2010-08-27,11.6425,12.5875,13.5475,0.7838,0.7837,0.7839
2010-08-30,11.81,12.4575,13.66,0.7897,0.7897,0.7898
2010-08-31,12.045,12.7225,13.745,0.7887,0.7886,0.7887
2010-09-01,11.7,12.485,13.655,0.7807,0.7807,0.7808
2010-09-02,11.26,12.295,13.34,0.7797,0.7796,0.7797
2010-09-03,10.69,11.7075,12.805,0.7754,0.7754,0.7755
2010-09-06,10.605,11.5925,12.7125,0.7767,0.7765,0.7768
2010-09-07,11.49,11.995,13.115,0.7885,0.7885,0.7886
2010-09-08,11.32,11.985,13.065,0.7861,0.7861,0.7862
2010-09-09,10.72,11.71,12.945,0.7877,0.7876,0.7877
2010-09-10,10.515,11.57,12.81,0.7887,0.7886,0.7888
2010-09-13,10.625,11.535,12.735,0.7762,0.7762,0.7763
2010-09-14,10.94,11.62,12.77,0.7693,0.7693,0.7694
2010-09-15,10.985,11.635,12.7625,0.7686,0.7685,0.7686
2010-09-16,10.6875,11.4425,12.605,0.7647,0.7646,0.7647
2010-09-17,10.74,11.645,12.6625,0.7663,0.7662,0.7664
2010-09-20,11.0,11.47,12.5275,0.7656,0.7656,0.7657
2010-09-21,11.23,11.585,12.54,0.7539,0.7538,0.754
2010-09-22,11.49,11.87,12.64,0.746,0.7459,0.746
2010-09-23,11.68,12.205,12.905,0.7511,0.751,0.7511
2010-09-24,11.82,12.25,12.8575,0.7412,0.741,0.7414
2010-09-27,11.915,12.135,12.825,0.7432,0.7432,0.7433
2010-09-28,12.3525,12.485,13.0925,0.7361,0.736,0.7362
2010-09-29,12.41,12.565,13.185,0.7339,0.7338,0.7339
2010-09-30,12.2025,12.51,13.0425,0.7334,0.7334,0.7335
2010-10-01,12.035,12.465,13.105,0.7251,0.725,0.7252
2010-10-04,12.4875,12.515,13.2,0.7307,0.7307,0.7307
2010-10-05,12.885,12.895,13.41,0.7226,0.7225,0.7226
2010-10-06,13.5425,13.4625,13.87,0.7179,0.7178,0.7179
2010-10-07,14.16,13.785,13.8875,0.7181,0.718,0.7181
2010-10-08,13.55,13.47,13.725,0.7175,0.7174,0.7177
2010-10-11,13.42,13.24,13.5625,0.7207,0.7206,0.7207
2010-10-12,13.3625,13.1875,13.54,0.7182,0.7181,0.7182
2010-10-13,13.0575,13.1,13.445,0.7163,0.7162,0.7163
2010-10-14,13.4925,13.415,13.645,0.71,0.7099,0.71
2010-10-15,13.15,13.1625,13.5925,0.7155,0.7154,0.7156
2010-10-18,13.5925,13.3275,13.69,0.7177,0.7176,0.7177
2010-10-19,13.9875,13.6525,13.92,0.7285,0.7285,0.7286
2010-10-20,13.8175,13.575,13.83,0.7161,0.7161,0.7162
2010-10-21,13.6325,13.505,13.72,0.7184,0.7183,0.7184
2010-10-22,13.4775,13.375,13.72,0.7167,0.7166,0.7167
2010-10-25,13.5875,13.3775,13.6725,0.7161,0.716,0.7161
2010-10-26,13.6325,13.485,13.76,0.7215,0.7215,0.7216
2010-10-27,13.93,13.825,14.095,0.7263,0.7262,0.7263
2010-10-28,13.54,13.74,14.04,0.7178,0.7178,0.7179
2010-10-29,13.8625,13.82,14.09,0.717,0.7169,0.7171
2010-11-01,14.375,14.0,14.1575,0.7198,0.7198,0.7199
2010-11-02,14.045,13.735,13.93,0.7126,0.7125,0.7126
2010-11-03,13.08,13.075,13.48,0.7073,0.7072,0.7073
2010-11-04,12.615,12.885,13.365,0.7039,0.7038,0.7039
2010-11-05,13.205,13.32,13.6375,0.7127,0.7126,0.7127
2010-11-08,13.815,13.69,13.905,0.7184,0.7183,0.7184
2010-11-09,14.02,13.8,13.995,0.7261,0.726,0.7261
2010-11-10,14.005,13.995,14.145,0.7255,0.7255,0.7256
2010-11-11,13.83,14.125,14.2225,0.7317,0.7316,0.7317
2010-11-12,13.805,13.925,14.11,0.7304,0.7302,0.7305
2010-11-15,14.0325,13.835,14.06,0.736,0.7359,0.7361
2010-11-16,14.18,13.935,14.1175,0.7413,0.7413,0.7414
2010-11-17,13.685,13.67,13.9,0.7391,0.7391,0.7392
2010-11-18,12.845,13.235,13.745,0.733,0.733,0.733
2010-11-19,12.795,13.03,13.7,0.7314,0.7313,0.7315
2010-11-22,13.06,13.205,13.745,0.7338,0.7337,0.7339
2010-11-23,14.065,13.9,14.115,0.7481,0.748,0.7482
2010-11-24,13.875,13.91,14.145,0.7499,0.7499,0.75
2010-11-25,13.3425,13.9025,14.16,0.7485,0.7484,0.7486
2010-11-26,14.035,14.45,14.46,0.7552,0.7551,0.7553
2010-11-29,14.96,15.02,14.995,0.7618,0.7618,0.7619
2010-11-30,15.265,15.23,15.23,0.7702,0.7702,0.7703
2010-12-01,14.31,14.5675,14.7475,0.7611,0.7611,0.7612
2010-12-02,13.145,14.03,14.42,0.757,0.757,0.7571
2010-12-03,12.12,13.375,14.04,0.7455,0.7453,0.7456
2010-12-06,12.87,13.965,14.3925,0.7515,0.7515,0.7515
2010-12-07,12.535,13.58,14.1475,0.7541,0.7541,0.7541
2010-12-08,12.725,13.88,14.345,0.754,0.754,0.7541
2010-12-09,12.415,13.755,14.35,0.7554,0.7553,0.7554
2010-12-10,11.975,13.465,14.1325,0.7562,0.7561,0.7562
2010-12-13,12.005,13.35,14.0475,0.7468,0.7467,0.7469
2010-12-14,12.005,13.25,14.06,0.7475,0.7475,0.7475
2010-12-15,12.5825,13.69,14.2825,0.7569,0.7568,0.7569
2010-12-16,12.995,14.21,14.4725,0.7551,0.7551,0.7551
2010-12-17,13.08,14.215,14.5975,0.7582,0.7582,0.7582
2010-12-20,13.3,14.3275,14.5875,0.7617,0.7616,0.7619
2010-12-21,12.96,13.97,14.4625,0.7633,0.7632,0.7634
2010-12-22,12.94,14.065,14.5625,0.7634,0.7634,0.7634
2010-12-23,12.845,14.0875,14.4725,0.7625,0.7625,0.7625
2010-12-24,12.7225,14.0375,14.44,0.7621,0.762,0.7621
2010-12-27,13.13,14.07,14.3675,0.7597,0.7596,0.7597
2010-12-28,13.24,13.99,14.375,0.7625,0.7625,0.7625
2010-12-29,13.275,14.095,14.405,0.7561,0.7561,0.7561
2010-12-30,13.285,14.17,14.4425,0.7526,0.7526,0.7527
2010-12-31,13.42,14.295,14.5775,0.7471,0.747,0.7472
2011-01-03,13.745,14.285,14.5575,0.7484,0.7484,0.7484
2011-01-04,13.18,13.7125,14.1875,0.7515,0.7514,0.7515
2011-01-05,13.1825,13.7725,14.2475,0.7605,0.7605,0.7605
2011-01-06,13.56,13.9875,14.4,0.7691,0.7691,0.7691
2011-01-07,13.09,13.71,14.3475,0.7748,0.7748,0.7748
2011-01-10,13.07,13.7,14.1675,0.7721,0.7721,0.7721
2011-01-11,12.73,13.23,13.9525,0.7708,0.7707,0.7708
2011-01-12,12.56,13.1,13.7475,0.7614,0.7613,0.7614
2011-01-13,12.62,13.06,13.6975,0.7483,0.7483,0.7483
2011-01-14,12.715,13.1,13.5725,0.747,0.747,0.747
2011-01-17,13.11,13.26,13.6725,0.7522,0.7522,0.7522
2011-01-18,12.74,12.9,13.5125,0.747,0.747,0.747
2011-01-19,12.685,12.865,13.4175,0.7422,0.7422,0.7423
2011-01-20,12.56,13.08,13.5175,0.7422,0.7422,0.7422
2011-01-21,11.86,12.555,13.1625,0.7341,0.7341,0.7342
2011-01-24,11.945,12.49,13.1225,0.7332,0.7332,0.7332
2011-01-25,11.81,12.23,12.9425,0.7309,0.7309,0.7309
2011-01-26,11.295,11.815,12.6925,0.7293,0.7292,0.7293
2011-01-27,11.385,11.95,12.8325,0.7281,0.7281,0.7281
2011-01-28,11.7,12.32,13.0825,0.7347,0.7347,0.7348
2011-01-31,11.875,12.54,13.2475,0.7302,0.7302,0.7302
2011-02-01,11.505,12.335,13.0925,0.7231,0.7231,0.7232
2011-02-02,11.575,12.08,13.0775,0.7241,0.7241,0.7241
2011-02-03,11.8,12.255,13.1025,0.7335,0.7334,0.7335
2011-02-04,11.51,11.89,12.8125,0.7362,0.7361,0.7362
2011-02-07,11.3575,11.8225,12.7475,0.7362,0.7362,0.7362
2011-02-08,10.91,11.555,12.5225,0.734,0.7339,0.734
2011-02-09,10.8,11.435,12.4925,0.7282,0.7282,0.7282
2011-02-10,11.05,11.6,12.6625,0.7353,0.7352,0.7353
2011-02-11,10.955,11.605,12.6975,0.738,0.738,0.7381
2011-02-14,11.05,11.67,12.7025,0.7413,0.7413,0.7414
2011-02-15,10.925,11.62,12.6425,0.7415,0.7415,0.7416
2011-02-16,10.69,11.255,12.3325,0.737,0.737,0.737
2011-02-17,10.705,11.26,12.2775,0.7349,0.7349,0.7349
2011-02-18,10.375,11.025,12.0875,0.7303,0.7303,0.7303
2011-02-21,10.43,11.1,12.1675,0.7311,0.731,0.7312
2011-02-22,10.905,11.365,12.2925,0.7324,0.7324,0.7325
2011-02-23,10.845,11.245,12.2775,0.7274,0.7274,0.7274
2011-02-24,11.06,11.665,12.54,0.7246,0.7246,0.7246
2011-02-25,10.725,11.235,12.4825,0.7272,0.7271,0.7273
2011-02-28,10.69,11.085,12.375,0.7243,0.7243,0.7243
2011-03-01,10.605,11.01,12.3625,0.7258,0.7258,0.7259
2011-03-02,10.71,11.285,12.505,0.7211,0.7211,0.7211
2011-03-03,10.505,11.215,12.4725,0.7159,0.7159,0.7159
2011-03-04,9.965,10.73,12.2375,0.7149,0.7149,0.7149
2011-03-07,9.915,10.61,12.1525,0.716,0.7159,0.716
2011-03-08,10.095,10.825,12.3625,0.7192,0.7192,0.7192
2011-03-09,10.02,10.83,12.3775,0.719,0.719,0.7191
2011-03-10,10.245,11.095,12.545,0.7247,0.7247,0.7247
2011-03-11,10.33,11.24,12.745,0.7193,0.7193,0.7193
2011-03-14,10.2,11.1425,12.585,0.7146,0.7146,0.7146
2011-03-15,10.69,11.425,12.835,0.7144,0.7143,0.7144
2011-03-16,11.11,11.795,13.095,0.7196,0.7194,0.7197
2011-03-17,11.095,11.67,13.045,0.7132,0.7132,0.7132
2011-03-18,10.3125,11.025,12.6975,0.7051,0.7051,0.7052
2011-03-21,10.095,10.845,12.5675,0.703,0.7029,0.703
2011-03-22,9.95,10.78,12.4875,0.7045,0.7044,0.7045
2011-03-23,10.365,11.12,12.655,0.7099,0.7098,0.7099
2011-03-24,9.885,11.1425,12.57,0.7054,0.7054,0.7054
2011-03-25,10.11,11.105,12.67,0.7098,0.7098,0.7098
2011-03-28,10.0175,11.225,12.69,0.7099,0.7099,0.7099
2011-03-29,9.8575,11.0725,12.665,0.7086,0.7086,0.7087
2011-03-30,9.92,10.99,12.68,0.7078,0.7078,0.7078
2011-03-31,9.44,10.845,12.4225,0.7064,0.7064,0.7064
2011-04-01,9.235,10.76,12.405,0.7025,0.7024,0.7025
2011-04-04,9.1275,10.4325,12.28,0.7032,0.7032,0.7032
2011-04-05,9.1925,10.345,12.165,0.7031,0.7031,0.7031
2011-04-06,9.5125,10.4925,12.23,0.6978,0.6978,0.6978
2011-04-07,9.245,10.5475,12.2,0.6989,0.6989,0.6989
2011-04-08,9.36,10.695,12.265,0.6904,0.6904,0.6904
2011-04-11,9.455,10.58,12.33,0.6927,0.6927,0.6928
2011-04-12,9.5375,10.64,12.325,0.6908,0.6908,0.6908
2011-04-13,9.605,10.645,12.32,0.6924,0.6924,0.6924
2011-04-14,9.545,10.705,12.335,0.6902,0.6902,0.6903
2011-04-15,9.5,10.67,12.305,0.693,0.693,0.693
2011-04-18,10.3875,11.26,12.63,0.7026,0.7026,0.7026
2011-04-19,10.155,10.98,12.475,0.6976,0.6976,0.6976
2011-04-20,9.94,10.9,12.43,0.6886,0.6886,0.6886
2011-04-21,10.67,11.2575,12.665,0.6872,0.6871,0.6872
2011-04-22,10.705,11.3,12.655,0.6865,0.6865,0.6865
2011-04-25,11.1425,11.5075,12.69,0.6858,0.6858,0.6859
2011-04-26,10.9775,11.52,12.76,0.6829,0.6829,0.6829
2011-04-27,10.7675,11.51,12.925,0.6763,0.6762,0.6763
2011-04-28,10.5825,11.675,12.91,0.6747,0.6747,0.6747
2011-04-29,10.4825,11.6,13.005,0.6753,0.6752,0.6754
2011-05-02,10.82,11.7375,13.015,0.6743,0.6743,0.6744
2011-05-03,11.165,11.99,13.255,0.6744,0.6744,0.6744
2011-05-04,11.1425,12.09,13.2325,0.6744,0.6744,0.6744
2011-05-05,11.845,12.6075,13.525,0.6877,0.6877,0.6877
2011-05-06,12.68,13.235,13.875,0.6982,0.6981,0.6983
2011-05-09,12.7525,12.87,13.67,0.6963,0.6962,0.6964
2011-05-10,12.1475,12.415,13.36,0.6939,0.6939,0.694
2011-05-11,12.425,12.6175,13.39,0.7046,0.7046,0.7046
2011-05-12,12.315,12.725,13.455,0.702,0.702,0.7021
2011-05-13,12.765,12.935,13.63,0.7084,0.7084,0.7085
2011-05-16,12.635,12.8825,13.505,0.7064,0.7064,0.7064
2011-05-17,12.5475,12.7875,13.49,0.7024,0.7023,0.7024
2011-05-18,12.145,12.495,13.405,0.7019,0.7018,0.702
2011-05-19,11.8175,12.3575,13.275,0.6987,0.6987,0.6988
2011-05-20,11.8975,12.3875,13.4075,0.7063,0.7063,0.7063
2011-05-23,12.8,12.895,13.5625,0.7118,0.7118,0.7118
2011-05-24,12.3675,12.6225,13.46,0.7092,0.7092,0.7093
2011-05-25,12.875,13.14,13.7825,0.7099,0.7098,0.7099
2011-05-26,12.6325,13.0375,13.84,0.707,0.707,0.7071
2011-05-27,12.7025,13.04,13.855,0.6985,0.6985,0.6985
2011-05-30,12.93,13.11,13.88,0.7002,0.7002,0.7002
2011-05-31,12.3,12.5825,13.49,0.6946,0.6946,0.6946
2011-06-01,11.95,12.385,13.395,0.6978,0.6977,0.6978
2011-06-02,11.52,12.33,13.295,0.6901,0.6901,0.6901
2011-06-03,11.1375,11.895,13.15,0.6833,0.6832,0.6833
2011-06-06,11.1275,11.815,13.045,0.6861,0.6861,0.6861
2011-06-07,10.9575,11.4825,12.735,0.6807,0.6807,0.6807
2011-06-08,11.6275,11.9,13.0125,0.6857,0.6857,0.6857
2011-06-09,11.3175,11.84,12.9,0.6891,0.6891,0.6891
2011-06-10,11.6575,12.14,13.1375,0.697,0.697,0.697
2011-06-13,11.9825,12.3375,13.285,0.6938,0.6938,0.6938
2011-06-14,11.8175,12.2225,13.2075,0.6924,0.6924,0.6925
2011-06-15,13.46,13.5175,13.775,0.7052,0.7052,0.7052
2011-06-16,13.41,13.52,13.785,0.7036,0.7035,0.7036
2011-06-17,12.8,12.97,13.455,0.699,0.699,0.6991
2011-06-20,13.005,13.1075,13.5125,0.6991,0.6991,0.6992
2011-06-21,12.71,12.8925,13.425,0.6939,0.6939,0.6939
2011-06-22,12.28,12.6775,13.3425,0.6966,0.6965,0.6966
2011-06-23,12.885,13.27,13.61,0.7014,0.7014,0.7015
2011-06-24,13.1075,13.275,13.6325,0.7047,0.7047,0.7048
2011-06-27,13.5725,13.58,13.7825,0.7,0.7,0.7001
2011-06-28,13.095,13.14,13.625,0.6959,0.6959,0.6959
2011-06-29,12.65,12.78,13.335,0.6928,0.6928,0.6928
2011-06-30,11.885,12.305,13.08,0.6896,0.6895,0.6897
2011-07-01,11.48,12.06,12.9425,0.6883,0.6882,0.6884
2011-07-04,11.56,11.895,12.785,0.6877,0.6877,0.6878
2011-07-05,11.6325,12.0175,12.89,0.693,0.693,0.693
2011-07-06,11.9625,12.2525,12.97,0.6983,0.6983,0.6983
2011-07-07,11.32,11.7875,12.755,0.6964,0.6964,0.6964
2011-07-08,11.6575,12.07,12.9625,0.7011,0.7011,0.7012
2011-07-11,13.5275,13.4475,13.505,0.7127,0.7126,0.7127
2011-07-12,13.87,13.53,13.5625,0.7156,0.7155,0.7156
2011-07-13,13.1175,13.0275,13.225,0.7063,0.7063,0.7063
2011-07-14,13.1175,13.0875,13.2875,0.707,0.707,0.707
2011-07-15,13.195,13.2725,13.4675,0.7066,0.7064,0.7068
2011-07-18,13.835,13.7075,13.7525,0.7085,0.7085,0.7085
2011-07-19,13.66,13.6175,13.7475,0.7067,0.7066,0.7067
2011-07-20,13.3825,13.35,13.6125,0.7034,0.7034,0.7034
2011-07-21,12.3425,12.6875,13.2325,0.6933,0.6933,0.6933
2011-07-22,11.7025,12.2225,12.945,0.6965,0.6965,0.6965
2011-07-25,11.62,11.95,12.825,0.6956,0.6956,0.6956
2011-07-26,11.635,11.885,12.835,0.6892,0.6892,0.6892
2011-07-27,11.9375,12.3675,13.045,0.696,0.696,0.696
2011-07-28,12.175,12.48,13.06,0.6978,0.6978,0.6979
2011-07-29,12.5625,12.7825,13.2825,0.6945,0.6945,0.6945
2011-08-01,13.0475,13.01,13.41,0.7018,0.7018,0.7018
2011-08-02,13.2975,13.265,13.4775,0.7043,0.7043,0.7044
2011-08-03,13.025,13.07,13.36,0.6982,0.6982,0.6982
2011-08-04,14.0475,13.88,13.7775,0.7095,0.7093,0.7097
2011-08-05,13.655,13.775,13.6925,0.7003,0.7003,0.7003
2011-08-08,14.765,14.5425,14.23,0.7053,0.7053,0.7053
2011-08-09,15.11,14.8325,14.34,0.6956,0.6956,0.6956
2011-08-10,14.8275,14.72,14.48,0.7053,0.7053,0.7053
2011-08-11,14.885,14.8675,14.505,0.7023,0.7022,0.7024
2011-08-12,13.62,13.9,14.025,0.7018,0.7018,0.7018
2011-08-15,12.9525,13.2625,13.605,0.6923,0.6923,0.6923
2011-08-16,12.9175,13.21,13.44,0.6941,0.6941,0.6941
2011-08-17,12.9675,13.22,13.465,0.6931,0.6931,0.6931
2011-08-18,13.795,14.0025,13.95,0.6977,0.6977,0.6977
2011-08-19,13.64,13.88,13.94,0.6948,0.6948,0.6948
2011-08-22,13.58,13.7525,13.89,0.6964,0.6964,0.6965
2011-08-23,13.155,13.55,13.7625,0.6925,0.6925,0.6925
2011-08-24,13.1675,13.545,13.835,0.6938,0.6938,0.6938
2011-08-25,13.085,13.5,13.8,0.6954,0.6954,0.6954
2011-08-26,12.855,13.225,13.7125,0.6897,0.6897,0.6897
2011-08-29,12.53,12.96,13.5825,0.6891,0.6891,0.6891
2011-08-30,12.3325,12.84,13.6,0.6924,0.6924,0.6925
2011-08-31,11.985,12.655,13.4925,0.6957,0.6955,0.6958
2011-09-01,12.0875,12.9225,13.66,0.7012,0.7012,0.7012
2011-09-02,12.4375,13.4325,13.935,0.7039,0.7038,0.7039
2011-09-05,14.3725,14.715,14.8025,0.7094,0.7094,0.7094
2011-09-06,15.83,15.5075,15.375,0.7144,0.7144,0.7144
2011-09-07,14.57,14.6475,14.825,0.7093,0.7093,0.7094
2011-09-08,14.34,14.7125,14.865,0.7205,0.7205,0.7205
2011-09-09,16.325,16.08,15.77,0.7323,0.7323,0.7323
2011-09-12,17.06,16.31,15.745,0.731,0.731,0.7311
2011-09-13,15.95,15.8,15.5775,0.7311,0.7311,0.7311
2011-09-14,15.415,15.4775,15.47,0.7271,0.7271,0.7271
2011-09-15,14.295,14.58,14.79,0.7207,0.7206,0.7207
2011-09-16,14.77,15.0775,15.1575,0.7246,0.7245,0.7248
2011-09-19,15.7425,15.765,15.6025,0.7306,0.7306,0.7306
2011-09-20,15.875,15.9675,15.755,0.7299,0.7299,0.73
2011-09-21,16.6075,16.3725,16.255,0.7368,0.7368,0.7368
2011-09-22,17.5475,17.5075,16.805,0.7427,0.7426,0.7428
2011-09-23,17.615,17.5825,16.795,0.7407,0.7406,0.7409
2011-09-26,17.69,17.61,16.7625,0.7389,0.7389,0.7389
2011-09-27,16.89,16.54,16.3,0.7358,0.7358,0.7359
2011-09-28,16.56,16.4175,16.2725,0.7383,0.7383,0.7383
2011-09-29,15.8825,16.2,16.2025,0.7355,0.7355,0.7355
2011-09-30,16.27,16.245,16.2325,0.7468,0.7468,0.7469
2011-10-03,17.48,16.82,16.63,0.759,0.759,0.759
2011-10-04,17.17,16.6825,16.64,0.7488,0.7487,0.7488
2011-10-05,16.66,16.2125,16.2825,0.7492,0.7492,0.7493
2011-10-06,15.8775,15.545,15.7775,0.7442,0.7442,0.7442
2011-10-07,15.2775,15.165,15.335,0.7475,0.7474,0.7476
2011-10-10,14.9425,14.5725,14.865,0.733,0.733,0.7331
2011-10-11,15.09,14.7025,14.81,0.7332,0.7331,0.7332
2011-10-12,14.61,14.4175,14.5325,0.7251,0.7251,0.7251
2011-10-13,14.61,14.6975,14.745,0.7259,0.7258,0.7259
2011-10-14,14.2825,14.325,14.5625,0.7204,0.7203,0.7204
2011-10-17,14.83,14.67,14.8175,0.7279,0.7279,0.728
2011-10-18,15.03,14.8975,15.015,0.7272,0.7271,0.7273
2011-10-19,15.175,14.955,15.0275,0.7267,0.7266,0.7268
2011-10-20,15.73,15.46,15.28,0.7257,0.7257,0.7257
2011-10-21,15.6225,15.195,15.15,0.7196,0.7195,0.7196
2011-10-24,15.35,14.9375,15.0325,0.7179,0.7179,0.718
2011-10-25,14.98,14.6175,14.66,0.719,0.719,0.7191
2011-10-26,15.18,14.6325,14.6825,0.7191,0.7191,0.7191
2011-10-27,13.6025,13.6825,13.895,0.7048,0.7048,0.7048
2011-10-28,13.1825,13.3575,13.7575,0.7064,0.7061,0.7067
