Dates,GBPUSDV1M,GBPUSDV3M,GBPUSDV1Y,GBPUSDPX_LAST,GBPUSDPX_BID,GBPUSDPX_ASK
2010-11-24 00:00:00,10.545,11.02,12.57,1.5772,1.577,1.5774
2010-11-25 00:00:00,10.38,10.98,12.52,1.5761,1.5757,1.5764
2010-11-26 00:00:00,10.515,11.4075,12.845,1.5592,1.5589,1.5594
2010-11-29 00:00:00,11.07,11.985,13.13,1.5573,1.5571,1.5575
2010-11-30 00:00:00,11.175,11.89,13.11,1.5562,1.5561,1.5564
2010-12-01 00:00:00,10.5,11.4725,12.85,1.5623,1.5621,1.5625
2010-12-02 00:00:00,9.845,11.255,12.785,1.56,1.5598,1.5602
2010-12-03 00:00:00,9.36,10.915,12.545,1.5778,1.5775,1.578
2010-12-06 00:00:00,9.51,10.935,12.495,1.5715,1.5714,1.5717
2010-12-07 00:00:00,9.43,10.81,12.435,1.5759,1.5757,1.576
2010-12-08 00:00:00,9.37,10.73,12.405,1.5804,1.5802,1.5806
2010-12-09 00:00:00,9.07,10.62,12.25,1.5771,1.5769,1.5772
2010-12-10 00:00:00,9.045,10.58,12.2175,1.5802,1.5799,1.5804
2010-12-13 00:00:00,8.985,10.3875,12.185,1.5862,1.586,1.5864
2010-12-14 00:00:00,8.975,10.255,12.1575,1.5775,1.5774,1.5776
2010-12-15 00:00:00,9.25,10.56,12.4875,1.5544,1.5542,1.5546
2010-12-16 00:00:00,9.225,10.7475,12.52,1.5632,1.5631,1.5634
2010-12-17 00:00:00,9.46,10.985,12.69,1.5533,1.553,1.5535
2010-12-20 00:00:00,9.385,10.805,12.565,1.5513,1.5511,1.5515
2010-12-21 00:00:00,8.99,10.575,12.4725,1.547,1.5469,1.5472
2010-12-22 00:00:00,9.015,10.585,12.5025,1.5386,1.5384,1.5388
2010-12-23 00:00:00,9.04,10.545,12.5025,1.5428,1.5425,1.543
2010-12-24 00:00:00,9.015,10.54,12.4675,1.5444,1.5432,1.5456
2010-12-27 00:00:00,9.215,10.52,12.4975,1.5421,1.5419,1.5423
2010-12-28 00:00:00,9.25,10.5,12.5075,1.5368,1.5367,1.537
2010-12-29 00:00:00,9.305,10.62,12.5175,1.55,1.5498,1.5502
2010-12-30 00:00:00,9.365,10.805,12.535,1.5426,1.5424,1.5429
2010-12-31 00:00:00,9.455,10.805,12.5675,1.5612,1.5608,1.5615
2011-01-03 00:00:00,10.02,11.035,12.5875,1.5489,1.5487,1.5491
2011-01-04 00:00:00,9.865,10.9775,12.5925,1.5587,1.5585,1.5589
2011-01-05 00:00:00,9.915,10.955,12.4925,1.5515,1.5513,1.5516
2011-01-06 00:00:00,9.705,10.9025,12.465,1.5473,1.5472,1.5474
2011-01-07 00:00:00,9.54,10.7925,12.395,1.5548,1.5544,1.5552
2011-01-10 00:00:00,9.65,10.835,12.37,1.5573,1.5571,1.5575
2011-01-11 00:00:00,9.455,10.5125,12.24,1.5599,1.5597,1.56
2011-01-12 00:00:00,9.46,10.45,12.1525,1.5766,1.5764,1.5767
2011-01-13 00:00:00,9.445,10.4175,12.035,1.5838,1.5837,1.5839
2011-01-14 00:00:00,9.22,10.36,11.88,1.587,1.5867,1.5872
2011-01-17 00:00:00,9.465,10.3575,11.915,1.5888,1.5885,1.589
2011-01-18 00:00:00,9.41,10.18,11.68,1.5963,1.5962,1.5964
2011-01-19 00:00:00,9.53,10.1725,11.6375,1.5996,1.5995,1.5997
2011-01-20 00:00:00,9.645,10.3875,11.72,1.5897,1.5896,1.5899
2011-01-21 00:00:00,9.435,10.245,11.63,1.6,1.5998,1.6002
2011-01-24 00:00:00,9.71,10.285,11.6,1.5988,1.5986,1.5989
2011-01-25 00:00:00,10.21,10.4,11.66,1.5817,1.5815,1.5819
2011-01-26 00:00:00,9.625,9.965,11.34,1.5935,1.5933,1.5936
2011-01-27 00:00:00,9.555,9.9825,11.38,1.5929,1.5927,1.593
2011-01-28 00:00:00,9.59,10.1,11.4675,1.586,1.5858,1.5863
2011-01-31 00:00:00,9.6175,10.19,11.505,1.6014,1.6012,1.6015
2011-02-01 00:00:00,9.7125,10.1925,11.49,1.6142,1.614,1.6144
2011-02-02 00:00:00,9.735,10.17,11.47,1.6192,1.619,1.6194
2011-02-03 00:00:00,9.68,10.1175,11.42,1.6136,1.6134,1.6138
2011-02-04 00:00:00,9.5825,10.0225,11.385,1.6111,1.611,1.6113
2011-02-07 00:00:00,9.4875,9.9625,11.35,1.611,1.6108,1.6111
2011-02-08 00:00:00,9.42,9.9225,11.275,1.6069,1.6067,1.607
2011-02-09 00:00:00,9.4025,9.8925,11.2,1.6102,1.6101,1.6104
2011-02-10 00:00:00,9.45,9.8175,11.2,1.6098,1.6097,1.6099
2011-02-11 00:00:00,9.32,9.9375,11.285,1.6007,1.6004,1.6009
2011-02-14 00:00:00,9.505,9.9425,11.28,1.6039,1.6037,1.604
2011-02-15 00:00:00,9.44,9.84,11.185,1.6126,1.6125,1.6128
2011-02-16 00:00:00,9.255,9.6025,11.035,1.6095,1.6094,1.6097
2011-02-17 00:00:00,9.23,9.5725,11.045,1.6174,1.6173,1.6175
2011-02-18 00:00:00,8.9425,9.45,10.81,1.6253,1.6251,1.6255
2011-02-21 00:00:00,8.97,9.4675,10.7975,1.6226,1.6225,1.6228
2011-02-22 00:00:00,9.1225,9.575,10.85,1.6136,1.6135,1.6138
2011-02-23 00:00:00,8.945,9.345,10.795,1.6211,1.6211,1.6212
2011-02-24 00:00:00,9.1625,9.61,10.945,1.6138,1.6136,1.614
2011-02-25 00:00:00,9.1,9.4975,10.945,1.6118,1.6117,1.612
2011-02-28 00:00:00,9.04,9.4225,10.925,1.6257,1.6255,1.6258
2011-03-01 00:00:00,8.9475,9.3275,10.8225,1.6267,1.6265,1.6268
2011-03-02 00:00:00,8.91,9.355,10.845,1.6325,1.6323,1.6327
2011-03-03 00:00:00,8.82,9.32,10.835,1.6277,1.6275,1.6279
2011-03-04 00:00:00,8.635,9.1325,10.7375,1.6269,1.6267,1.627
2011-03-07 00:00:00,8.7625,9.1675,10.7425,1.6201,1.62,1.6202
2011-03-08 00:00:00,8.71,9.1525,10.7325,1.616,1.6159,1.6161
2011-03-09 00:00:00,8.5875,9.035,10.7025,1.6203,1.6201,1.6205
2011-03-10 00:00:00,8.67,9.19,10.715,1.6061,1.606,1.6062
2011-03-11 00:00:00,8.725,9.2575,10.7725,1.6082,1.608,1.6083
2011-03-14 00:00:00,8.5675,9.1425,10.7075,1.6172,1.6171,1.6174
2011-03-15 00:00:00,9.0925,9.4825,11.0125,1.6078,1.6076,1.6079
2011-03-16 00:00:00,9.2725,9.6025,11.205,1.6024,1.6023,1.6026
2011-03-17 00:00:00,9.2725,9.705,11.205,1.6136,1.6134,1.6138
2011-03-18 00:00:00,8.7175,9.3875,11.005,1.6234,1.6231,1.6236
2011-03-21 00:00:00,8.7725,9.3875,11.015,1.6311,1.6309,1.6312
2011-03-22 00:00:00,8.7175,9.3025,10.93,1.6364,1.6363,1.6365
2011-03-23 00:00:00,8.9025,9.5075,11.015,1.6235,1.6234,1.6237
2011-03-24 00:00:00,8.71,9.585,11.165,1.6122,1.612,1.6123
2011-03-25 00:00:00,8.795,9.625,11.23,1.6042,1.604,1.6044
2011-03-28 00:00:00,8.9075,9.665,11.22,1.5992,1.5991,1.5993
2011-03-29 00:00:00,8.855,9.7025,11.2225,1.6011,1.6009,1.6012
2011-03-30 00:00:00,8.8325,9.6975,11.255,1.6072,1.6071,1.6074
2011-03-31 00:00:00,8.5975,9.57,11.1325,1.6028,1.6026,1.603
2011-04-01 00:00:00,8.4025,9.4725,11.05,1.6111,1.611,1.6113
2011-04-04 00:00:00,8.44,9.385,11.02,1.6132,1.6129,1.6134
2011-04-05 00:00:00,8.4575,9.35,11.0375,1.6296,1.6295,1.6298
2011-04-06 00:00:00,8.495,9.3075,11.0425,1.6332,1.633,1.6334
2011-04-07 00:00:00,8.445,9.2925,10.985,1.6323,1.632,1.6326
2011-04-08 00:00:00,8.3575,9.2825,10.925,1.6383,1.6381,1.6386
2011-04-11 00:00:00,8.5925,9.2725,10.915,1.6346,1.6344,1.6347
2011-04-12 00:00:00,8.6525,9.37,11.015,1.6258,1.6255,1.626
2011-04-13 00:00:00,8.5275,9.2975,10.97,1.6269,1.6267,1.6271
2011-04-14 00:00:00,8.2375,9.2175,10.94,1.6352,1.6351,1.6354
2011-04-15 00:00:00,8.0075,9.045,10.87,1.6328,1.6326,1.633
2011-04-18 00:00:00,8.46,9.2425,10.975,1.6267,1.6264,1.6269
2011-04-19 00:00:00,8.2975,9.0575,10.84,1.6315,1.6313,1.6317
2011-04-20 00:00:00,7.8275,8.8125,10.6225,1.6409,1.6407,1.6411
2011-04-21 00:00:00,8.1425,8.7975,10.535,1.6523,1.6521,1.6524
2011-04-22 00:00:00,8.125,8.8175,10.49,1.6509,1.6506,1.6513
2011-04-25 00:00:00,8.485,8.885,10.535,1.6498,1.6496,1.65
2011-04-26 00:00:00,8.6025,9.0325,10.5575,1.6482,1.648,1.6483
2011-04-27 00:00:00,8.3075,8.855,10.57,1.6627,1.6625,1.6629
2011-04-28 00:00:00,8.3175,8.92,10.555,1.6632,1.663,1.6633
2011-04-29 00:00:00,8.3775,8.9325,10.54,1.6707,1.6704,1.6709
2011-05-02 00:00:00,8.595,9.075,10.56,1.6655,1.6653,1.6656
2011-05-03 00:00:00,8.8375,9.33,10.785,1.6487,1.6486,1.6488
2011-05-04 00:00:00,8.9125,9.5675,10.9675,1.6488,1.6487,1.649
2011-05-05 00:00:00,9.1825,9.74,11.0625,1.6389,1.6387,1.6391
2011-05-06 00:00:00,9.05,9.73,11.0475,1.6367,1.6365,1.637
2011-05-09 00:00:00,9.375,9.7925,11.05,1.6404,1.6402,1.6405
2011-05-10 00:00:00,9.1725,9.6575,11.015,1.6366,1.6363,1.6368
2011-05-11 00:00:00,9.055,9.675,10.9625,1.6345,1.6343,1.6347
2011-05-12 00:00:00,9.065,9.735,11.025,1.6291,1.629,1.6293
2011-05-13 00:00:00,9.1325,9.7225,11.11,1.6197,1.6195,1.62
2011-05-16 00:00:00,9.2925,9.7425,10.975,1.6192,1.619,1.6194
2011-05-17 00:00:00,9.21,9.6625,10.91,1.6252,1.6251,1.6253
2011-05-18 00:00:00,9.26,9.8175,11.105,1.6168,1.6166,1.617
2011-05-19 00:00:00,8.96,9.7275,10.995,1.6237,1.6236,1.6238
2011-05-20 00:00:00,8.885,9.4625,10.92,1.6229,1.6226,1.6232
2011-05-23 00:00:00,9.43,9.815,11.0825,1.6123,1.6121,1.6125
2011-05-24 00:00:00,9.295,9.655,11.03,1.6181,1.618,1.6182
2011-05-25 00:00:00,9.195,9.7275,11.055,1.6274,1.6273,1.6275
2011-05-26 00:00:00,9.0,9.625,11.015,1.6405,1.6403,1.6408
2011-05-27 00:00:00,8.905,9.6,10.995,1.651,1.6506,1.6514
2011-05-30 00:00:00,9.05,9.58,10.99,1.6475,1.6473,1.6478
2011-05-31 00:00:00,8.885,9.395,10.935,1.6448,1.6446,1.645
2011-06-01 00:00:00,8.66,9.3925,10.915,1.6334,1.6332,1.6336
2011-06-02 00:00:00,8.49,9.3175,10.895,1.6371,1.6369,1.6374
2011-06-03 00:00:00,8.2775,9.2025,10.85,1.6426,1.6423,1.6428
2011-06-06 00:00:00,8.375,9.2275,10.8175,1.6357,1.6354,1.6359
2011-06-07 00:00:00,8.28,9.0275,10.69,1.6447,1.6443,1.6451
2011-06-08 00:00:00,8.315,9.0775,10.7425,1.6404,1.6402,1.6405
2011-06-09 00:00:00,8.13,9.045,10.6675,1.6366,1.6364,1.6369
2011-06-10 00:00:00,8.37,9.18,10.7575,1.6227,1.6222,1.6233
2011-06-13 00:00:00,8.525,9.2275,10.7675,1.6377,1.6375,1.6379
2011-06-14 00:00:00,8.475,9.145,10.72,1.6371,1.6369,1.6372
2011-06-15 00:00:00,9.17,9.67,11.01,1.6194,1.6192,1.6197
2011-06-16 00:00:00,9.325,9.8225,11.04,1.6158,1.6157,1.6159
2011-06-17 00:00:00,8.89,9.49,10.895,1.6194,1.619,1.6198
2011-06-20 00:00:00,9.14,9.6075,10.95,1.6202,1.62,1.6203
2011-06-21 00:00:00,8.98,9.525,10.955,1.6245,1.6243,1.6247
2011-06-22 00:00:00,8.91,9.55,10.94,1.6071,1.607,1.6072
2011-06-23 00:00:00,9.535,10.175,11.3,1.6006,1.6005,1.6008
2011-06-24 00:00:00,9.265,9.855,11.1525,1.5959,1.5957,1.5961
2011-06-27 00:00:00,9.505,9.9425,11.1925,1.599,1.5988,1.5992
2011-06-28 00:00:00,9.37,9.82,11.14,1.6001,1.5999,1.6003
2011-06-29 00:00:00,9.03,9.64,11.0,1.6062,1.606,1.6064
2011-06-30 00:00:00,8.7975,9.5,11.0,1.6053,1.6052,1.6054
2011-07-01 00:00:00,8.5775,9.405,10.965,1.6074,1.6071,1.6076
2011-07-04 00:00:00,8.695,9.2775,10.915,1.6084,1.6079,1.6089
2011-07-05 00:00:00,8.565,9.15,10.825,1.6061,1.6058,1.6063
2011-07-06 00:00:00,8.685,9.3075,10.8975,1.6004,1.6002,1.6006
2011-07-07 00:00:00,8.44,9.185,10.8175,1.5974,1.5971,1.5977
2011-07-08 00:00:00,8.37,9.055,10.805,1.6059,1.6057,1.606
2011-07-11 00:00:00,9.0125,9.355,10.975,1.5907,1.5906,1.5908
2011-07-12 00:00:00,9.265,9.4775,11.0625,1.5913,1.591,1.5915
2011-07-13 00:00:00,9.0475,9.3425,10.9325,1.6107,1.6106,1.6108
2011-07-14 00:00:00,8.8675,9.3025,10.8975,1.614,1.6139,1.6142
2011-07-15 00:00:00,8.815,9.245,10.895,1.6136,1.6129,1.6144
2011-07-18 00:00:00,9.1825,9.4425,10.96,1.6058,1.6056,1.6059
2011-07-19 00:00:00,9.135,9.42,10.9475,1.6123,1.6122,1.6125
2011-07-20 00:00:00,9.105,9.43,10.955,1.6154,1.6152,1.6155
2011-07-21 00:00:00,8.88,9.3075,10.8925,1.6331,1.633,1.6332
2011-07-22 00:00:00,8.62,9.09,10.7275,1.63,1.6297,1.6303
2011-07-25 00:00:00,8.78,9.1825,10.7525,1.6277,1.6274,1.6279
2011-07-26 00:00:00,8.69,9.0925,10.675,1.6405,1.6405,1.6405
2011-07-27 00:00:00,8.535,9.1075,10.5975,1.6331,1.6328,1.6333
2011-07-28 00:00:00,8.625,9.0975,10.6,1.6374,1.6372,1.6375
2011-07-29 00:00:00,8.8,9.1925,10.65,1.6426,1.6423,1.6429
2011-08-01 00:00:00,9.02,9.2025,10.6475,1.6296,1.6293,1.6298
2011-08-02 00:00:00,9.1275,9.285,10.6525,1.6298,1.6296,1.63
2011-08-03 00:00:00,9.04,9.285,10.605,1.6427,1.6425,1.643
2011-08-04 00:00:00,9.065,9.495,10.8125,1.6258,1.6251,1.6265
2011-08-05 00:00:00,9.24,9.6275,10.9625,1.6391,1.6388,1.6394
2011-08-08 00:00:00,9.9,10.0675,11.1,1.6318,1.6316,1.632
2011-08-09 00:00:00,10.645,10.81,11.47,1.6316,1.6314,1.6319
2011-08-10 00:00:00,10.66,10.83,11.5,1.6134,1.6131,1.6137
2011-08-11 00:00:00,10.7875,11.035,11.5975,1.6239,1.6237,1.6241
2011-08-12 00:00:00,10.185,10.5725,11.4125,1.6278,1.6273,1.6284
2011-08-15 00:00:00,10.17,10.44,11.24,1.639,1.6388,1.6393
2011-08-16 00:00:00,9.925,10.31,11.1475,1.6456,1.6454,1.6459
2011-08-17 00:00:00,10.35,10.7725,11.625,1.6543,1.6541,1.6546
2011-08-18 00:00:00,10.4,10.7925,11.6375,1.6516,1.6515,1.6518
2011-08-19 00:00:00,10.395,10.725,11.625,1.6465,1.6462,1.6467
2011-08-22 00:00:00,10.425,10.6825,11.5225,1.6453,1.6452,1.6455
2011-08-23 00:00:00,10.265,10.5675,11.5225,1.6495,1.6494,1.6496
2011-08-24 00:00:00,10.28,10.5775,11.4875,1.6374,1.6372,1.6376
2011-08-25 00:00:00,10.29,10.625,11.5875,1.6281,1.628,1.6282
2011-08-26 00:00:00,10.27,10.56,11.53,1.6368,1.6366,1.6371
2011-08-29 00:00:00,10.17,10.425,11.415,1.6408,1.6406,1.6411
2011-08-30 00:00:00,9.965,10.395,11.4025,1.6299,1.6297,1.6302
2011-08-31 00:00:00,9.7,10.175,11.27,1.625,1.6248,1.6252
2011-09-01 00:00:00,9.73,10.31,11.48,1.6179,1.6178,1.6181
2011-09-02 00:00:00,9.715,10.4275,11.535,1.6217,1.6215,1.622
2011-09-05 00:00:00,10.69,11.125,12.065,1.6118,1.6116,1.612
2011-09-06 00:00:00,12.15,12.435,12.6975,1.5942,1.5941,1.5944
2011-09-07 00:00:00,12.235,12.3425,12.88,1.5991,1.599,1.5992
2011-09-08 00:00:00,11.45,12.1325,12.575,1.5958,1.5956,1.596
2011-09-09 00:00:00,11.855,12.335,12.71,1.5883,1.588,1.5886
2011-09-12 00:00:00,12.34,12.665,12.99,1.5862,1.5861,1.5863
2011-09-13 00:00:00,12.24,12.4675,12.845,1.5779,1.5778,1.578
2011-09-14 00:00:00,11.815,12.2675,12.82,1.5768,1.5766,1.5771
2011-09-15 00:00:00,10.915,11.7875,12.48,1.58,1.5798,1.5803
2011-09-16 00:00:00,10.865,11.7325,12.5175,1.5791,1.5785,1.5797
2011-09-19 00:00:00,11.23,11.825,12.58,1.5705,1.5703,1.5707
2011-09-20 00:00:00,11.19,11.8225,12.63,1.5737,1.5734,1.574
2011-09-21 00:00:00,11.59,12.09,12.7375,1.55,1.5499,1.5501
2011-09-22 00:00:00,13.21,13.6775,13.98,1.5343,1.5342,1.5345
2011-09-23 00:00:00,13.11,13.64,13.9575,1.5449,1.5431,1.5468
2011-09-26 00:00:00,13.2625,13.7,13.8425,1.5565,1.5563,1.5567
2011-09-27 00:00:00,12.6775,13.045,13.5825,1.5634,1.5631,1.5637
2011-09-28 00:00:00,12.4375,12.865,13.5375,1.5575,1.5572,1.5577
2011-09-29 00:00:00,11.75,12.36,13.085,1.5628,1.5626,1.5629
2011-09-30 00:00:00,10.955,11.53,12.605,1.5584,1.558,1.5587
2011-10-03 00:00:00,11.6775,11.8575,12.7725,1.5432,1.5431,1.5434
2011-10-04 00:00:00,12.5375,12.5375,13.2175,1.5488,1.5484,1.5492
2011-10-05 00:00:00,12.3425,12.365,13.0975,1.546,1.5458,1.5463
2011-10-06 00:00:00,12.17,12.155,12.93,1.5445,1.5442,1.5448
2011-10-07 00:00:00,11.4725,11.555,12.5575,1.5562,1.5559,1.5565
2011-10-10 00:00:00,11.335,11.4,12.2,1.5668,1.5666,1.5669
2011-10-11 00:00:00,11.06,11.305,12.2125,1.5577,1.5575,1.5578
2011-10-12 00:00:00,10.99,11.1325,12.085,1.5752,1.5749,1.5755
2011-10-13 00:00:00,10.74,11.14,12.075,1.5766,1.5764,1.5769
2011-10-14 00:00:00,10.585,10.97,12.04,1.582,1.5818,1.5822
2011-10-17 00:00:00,10.56,10.885,11.99,1.5744,1.5741,1.5746
2011-10-18 00:00:00,10.8725,11.125,12.085,1.5713,1.571,1.5715
2011-10-19 00:00:00,10.6575,10.93,12.02,1.5774,1.5772,1.5776
2011-10-20 00:00:00,11.09,11.405,12.19,1.5791,1.5789,1.5792
2011-10-21 00:00:00,10.8225,11.13,12.06,1.5953,1.5947,1.596
2011-10-24 00:00:00,10.81,11.015,12.0975,1.5998,1.5997,1.5999
2011-10-25 00:00:00,10.4725,10.77,11.965,1.6001,1.5999,1.6002
2011-10-26 00:00:00,10.5625,10.745,11.805,1.5975,1.5972,1.5977
2011-10-27 00:00:00,9.495,10.16,11.245,1.6099,1.6096,1.6102
2011-10-28 00:00:00,9.08,9.53,10.785,1.613,1.6125,1.6134
2011-10-31 00:00:00,9.24,9.6225,10.83,1.6087,1.6086,1.6088
2011-11-01 00:00:00,10.01,10.36,11.295,1.5949,1.5947,1.5951
2011-11-02 00:00:00,9.8025,10.0875,11.0125,1.5949,1.5947,1.5952
2011-11-03 00:00:00,9.9875,10.225,11.1275,1.6041,1.6039,1.6044
2011-11-04 00:00:00,9.5675,9.905,10.8125,1.6033,1.603,1.6036
2011-11-07 00:00:00,9.8,10.02,10.925,1.6057,1.6054,1.606
2011-11-08 00:00:00,9.5625,9.88,10.8025,1.6089,1.6088,1.609
2011-11-09 00:00:00,10.4175,10.62,11.22,1.5917,1.5912,1.5922
2011-11-10 00:00:00,10.3775,10.735,11.35,1.5935,1.5933,1.5938
2011-11-11 00:00:00,9.845,10.32,11.175,1.6065,1.606,1.607
2011-11-14 00:00:00,10.005,10.2275,11.125,1.591,1.5908,1.5912
2011-11-15 00:00:00,10.275,10.4875,11.275,1.5822,1.582,1.5825
2011-11-16 00:00:00,10.3075,10.5675,11.2875,1.5732,1.5729,1.5735
2011-11-17 00:00:00,10.3,10.705,11.3775,1.5755,1.5752,1.5758
2011-11-18 00:00:00,10.0925,10.495,11.3375,1.5806,1.5802,1.581
2011-11-21 00:00:00,10.5475,10.845,11.565,1.5642,1.564,1.5643
2011-11-22 00:00:00,10.7775,11.28,12.1725,1.5634,1.5632,1.5635
2011-11-23 00:00:00,11.5175,12.03,12.805,1.5525,1.5523,1.5527
2011-11-24 00:00:00,11.3075,11.955,12.8275,1.5496,1.5493,1.5498
2011-11-25 00:00:00,11.16,12.05,13.02,1.5439,1.5435,1.5444
2011-11-28 00:00:00,11.085,11.985,13.065,1.551,1.5507,1.5512
2011-11-29 00:00:00,10.84,11.82,13.09,1.5597,1.5595,1.5599
2011-11-30 00:00:00,10.675,11.62,12.94,1.5704,1.5702,1.5706
2011-12-01 00:00:00,10.2975,11.63,12.905,1.569,1.5687,1.5692
2011-12-02 00:00:00,9.8375,11.26,12.715,1.5597,1.5593,1.56
2011-12-05 00:00:00,9.8825,11.26,12.76,1.5648,1.5646,1.565
2011-12-06 00:00:00,9.735,11.18,12.76,1.56,1.5599,1.5602
2011-12-07 00:00:00,9.5475,11.07,12.73,1.571,1.5709,1.5712
2011-12-08 00:00:00,9.7425,11.215,12.81,1.5629,1.5628,1.5631
2011-12-09 00:00:00,9.7775,11.09,12.735,1.5671,1.5666,1.5675
2011-12-12 00:00:00,10.0825,11.1525,12.7175,1.5584,1.5582,1.5586
2011-12-13 00:00:00,10.045,11.2075,12.81,1.5479,1.5477,1.5482
2011-12-14 00:00:00,10.3325,11.53,13.055,1.5466,1.5465,1.5468
2011-12-15 00:00:00,9.5825,11.19,12.835,1.5514,1.5511,1.5517
2011-12-16 00:00:00,8.815,10.7,12.52,1.5545,1.5542,1.5549
2011-12-19 00:00:00,8.835,10.61,12.545,1.5499,1.5497,1.5501
2011-12-20 00:00:00,8.845,10.69,12.4925,1.5663,1.5661,1.5666
2011-12-21 00:00:00,9.0075,10.6725,12.53,1.5676,1.5672,1.5679
2011-12-22 00:00:00,9.065,10.715,12.5,1.5679,1.5677,1.568
2011-12-23 00:00:00,9.015,10.7,12.505,1.5588,1.5582,1.5595
2011-12-26 00:00:00,9.1675,10.71,12.5,1.5631,1.5628,1.5634
2011-12-27 00:00:00,9.15,10.68,12.53,1.5671,1.5668,1.5673
2011-12-28 00:00:00,9.245,10.765,12.545,1.5459,1.5457,1.5461
2011-12-29 00:00:00,9.625,11.035,12.665,1.5416,1.5413,1.542
2011-12-30 00:00:00,9.5625,10.965,12.6675,1.5543,1.5536,1.5549
2012-01-02 00:00:00,9.785,11.02,12.675,1.5514,1.5511,1.5518
2012-01-03 00:00:00,9.215,10.73,12.2625,1.5649,1.5647,1.5651
2012-01-04 00:00:00,9.02,10.485,12.205,1.562,1.5618,1.5622
2012-01-05 00:00:00,9.315,10.705,12.3225,1.5495,1.5494,1.5497
2012-01-06 00:00:00,8.83,10.1925,11.93,1.5426,1.5424,1.5428
2012-01-09 00:00:00,8.615,9.84,11.715,1.5458,1.5456,1.5461
2012-01-10 00:00:00,8.56,9.625,11.4375,1.5484,1.5483,1.5485
2012-01-11 00:00:00,8.955,9.885,11.4725,1.5329,1.5328,1.533
2012-01-12 00:00:00,8.775,9.76,11.29,1.5333,1.533,1.5336
2012-01-13 00:00:00,9.11,9.95,11.45,1.5318,1.5315,1.532
2012-01-16 00:00:00,9.24,9.87,11.48,1.5325,1.5322,1.5328
2012-01-17 00:00:00,9.145,9.805,11.3925,1.5335,1.5333,1.5337
2012-01-18 00:00:00,9.02,9.74,11.3075,1.5438,1.5435,1.5442
2012-01-19 00:00:00,8.275,9.295,10.9575,1.5488,1.5485,1.5491
2012-01-20 00:00:00,8.175,9.27,10.9075,1.5576,1.5574,1.5578
2012-01-23 00:00:00,8.22,9.14,10.795,1.5567,1.5566,1.5569
2012-01-24 00:00:00,8.29,9.16,10.75,1.5626,1.5625,1.5627
2012-01-25 00:00:00,8.19,9.25,10.815,1.5658,1.5656,1.5659
2012-01-26 00:00:00,7.83,8.88,10.53,1.569,1.5688,1.5692
2012-01-27 00:00:00,7.8,8.875,10.555,1.5729,1.5728,1.5731
2012-01-30 00:00:00,8.15,9.03,10.6225,1.571,1.5708,1.5712
2012-01-31 00:00:00,8.055,8.91,10.5575,1.576,1.5758,1.5761
2012-02-01 00:00:00,7.865,8.725,10.405,1.5834,1.5832,1.5835
2012-02-02 00:00:00,7.62,8.37,10.1425,1.5806,1.5805,1.5808
2012-02-03 00:00:00,7.37,8.1575,9.8275,1.5815,1.5809,1.5821
2012-02-06 00:00:00,7.7125,8.305,9.8925,1.5821,1.582,1.5823
2012-02-07 00:00:00,7.53,8.0725,9.6825,1.5896,1.5895,1.5898
2012-02-08 00:00:00,7.4975,7.955,9.43,1.5818,1.5817,1.582
2012-02-09 00:00:00,7.55,7.84,9.1975,1.5818,1.5816,1.582
2012-02-10 00:00:00,7.675,8.11,9.395,1.5755,1.5752,1.5758
2012-02-13 00:00:00,7.41,7.85,9.27,1.5767,1.5766,1.5768
2012-02-14 00:00:00,7.82,8.05,9.45,1.5692,1.5689,1.5694
2012-02-15 00:00:00,7.96,8.25,9.6375,1.5693,1.5692,1.5695
2012-02-16 00:00:00,7.915,8.3875,9.5575,1.58,1.5799,1.5802
2012-02-17 00:00:00,7.4125,7.94,9.26,1.5827,1.5819,1.5836
2012-02-20 00:00:00,7.48,7.86,9.21,1.5851,1.5848,1.5854
2012-02-21 00:00:00,7.295,7.71,9.1575,1.5778,1.5776,1.578
2012-02-22 00:00:00,7.37,7.74,9.2225,1.5669,1.5667,1.567
2012-02-23 00:00:00,7.21,7.6425,9.1325,1.5745,1.5743,1.5746
2012-02-24 00:00:00,6.95,7.57,9.0425,1.5875,1.5866,1.5883
2012-02-27 00:00:00,7.32,7.75,9.165,1.5824,1.5822,1.5826
2012-02-28 00:00:00,7.32,7.7825,9.1875,1.5901,1.59,1.5902
2012-02-29 00:00:00,7.495,7.955,9.3125,1.5917,1.5915,1.5918
2012-03-01 00:00:00,7.42,8.045,9.3775,1.5957,1.5955,1.5959
2012-03-02 00:00:00,7.495,8.03,9.4175,1.5835,1.5832,1.5837
2012-03-05 00:00:00,7.55,8.045,9.395,1.5865,1.5863,1.5868
2012-03-06 00:00:00,7.875,8.325,9.58,1.5717,1.5715,1.5718
2012-03-07 00:00:00,7.83,8.37,9.63,1.5742,1.574,1.5744
2012-03-08 00:00:00,7.4925,8.155,9.46,1.5831,1.5829,1.5833
2012-03-09 00:00:00,7.43,7.935,9.415,1.5674,1.5671,1.5678
2012-03-12 00:00:00,7.51,8.0,9.4225,1.5641,1.564,1.5642
2012-03-13 00:00:00,7.5375,8.12,9.475,1.5705,1.5703,1.5706
2012-03-14 00:00:00,7.6725,8.275,9.4875,1.5675,1.5674,1.5677
2012-03-15 00:00:00,7.59,8.2775,9.6375,1.5711,1.571,1.5712
